"LocationHeirarchyKey","LocationID","LocationParentID","LocationReferenceCode","LocationReferenceDescription","ParentLocationReference","DIT_LocationHierarchyCode","LocationHierarchyDescription","DIT_ProjectRdCode","ProjectRdDescription","DIT_LocationCode","LocationCodeDescription","DIT_SubLocationCode","SubLocationCodeDescription","SiteIDLocationReference","Uniclass_CoCode","Uniclass_CoTitle","Uniclass_EnCode","Uniclass_EnTitle","Uniclass_SLCode","Uniclass_SLTitle","Modified","Modified By","ID"
"3FC","BH85C6","SY65B6","S105","Cable Reticulation B, Ground Floor Level (3.92.8.105)","B008","F0392-B008-S105","STSP Maintenance and Operational Centre (MOC);Ventilation Facility;Cable Reticulation B, Ground Floor Level (3.92.8.105)","F0392","STSP Maintenance and Operational Centre (MOC);Ventilation Facility;Cable Reticulation B, Ground Floor Level (3.92.8.105)","B008","Ventilation Facility","S105","Cable Reticulation B, Ground Floor Level (3.92.8.105)","3928","Co_80_35_75","Road networks","En_65_40_80","Shaft and tunnel ventilation plant building","SL_70_20_89","Transmission cable section","15/04/2026 1:56 PM","John Marsden-T2D","817"
"3FC","BH85C7","NE24F1","SB01","Riser (Electrical A) - (3.92.8.106)","B004","F0381-B004-SB01","Southern Tunnel, Southern Portal (STSP);Risers;Riser (Electrical A) - (3.92.8.106)","F0381","Southern Tunnel, Southern Portal (STSP);Risers;Riser (Electrical A) - (3.92.8.106)","B004","Risers","SB01","Riser (Electrical A) - (3.92.8.106)","3814","Co_80_35_75","Road networks","En_80_96_91","Tunnel portals","SL_90_90_78","Services shafts","15/04/2026 1:48 PM","John Marsden-T2D","818"
"3FC","BH85C8","NE24F1","SB02","Riser (Electrical B) - (3.92.8.107)","B004","F0381-B004-SB02","Southern Tunnel, Southern Portal (STSP);Risers;Riser (Electrical B) - (3.92.8.107)","F0381","Southern Tunnel, Southern Portal (STSP);Risers;Riser (Electrical B) - (3.92.8.107)","B004","Risers","SB02","Riser (Electrical B) - (3.92.8.107)","3814","Co_80_35_75","Road networks","En_80_96_91","Tunnel portals","SL_90_90_78","Services shafts","15/04/2026 1:49 PM","John Marsden-T2D","819"
"3FC","BH85C9","NE24F1","SB03","Riser (HYD) - (3.92.8.108)","B004","F0381-B004-SB03","Southern Tunnel, Southern Portal (STSP);Risers;Riser (HYD) - (3.92.8.108)","F0381","Southern Tunnel, Southern Portal (STSP);Risers;Riser (HYD) - (3.92.8.108)","B004","Risers","SB03","Riser (HYD) - (3.92.8.108)","3814","Co_80_35_75","Road networks","En_80_96_91","Tunnel portals","SL_90_90_78","Services shafts","15/04/2026 1:49 PM","John Marsden-T2D","820"
"3FC","BH85D1","NE24F1","SB04","Stair Services  - (3.92.8.109)","B004","F0381-B004-SB04","Southern Tunnel, Southern Portal (STSP);Risers;Stair Services  - (3.92.8.109)","F0381","Southern Tunnel, Southern Portal (STSP);Risers;Stair Services  - (3.92.8.109)","B004","Risers","SB04","Stair Services  - (3.92.8.109)","3814","Co_80_35_75","Road networks","En_80_96_91","Tunnel portals","SL_90_90_78","Services shafts","15/04/2026 1:50 PM","John Marsden-T2D","821"
"3FC","BH85D2","SY65B6","S110","Air-Lock, Ground Floor Level (3.92.8.110)","B008","F0392-B008-S110","STSP Maintenance and Operational Centre (MOC);Ventilation Facility;Air-Lock, Ground Floor Level (3.92.8.110)","F0392","STSP Maintenance and Operational Centre (MOC);Ventilation Facility;Air-Lock, Ground Floor Level (3.92.8.110)","B008","Ventilation Facility","S110","Air-Lock, Ground Floor Level (3.92.8.110)","3928","Co_80_35_75","Road networks","En_65_40_80","Shaft and tunnel ventilation plant building","SL_90_90","Plant and control spaces","15/04/2026 1:57 PM","John Marsden-T2D","822"
"3FC","BH85D3","SY65B6","S111","Invert Fan Plenum, Ground Floor Level (3.92.8.111)","B008","F0392-B008-S111","STSP Maintenance and Operational Centre (MOC);Ventilation Facility;Invert Fan Plenum, Ground Floor Level (3.92.8.111)","F0392","STSP Maintenance and Operational Centre (MOC);Ventilation Facility;Invert Fan Plenum, Ground Floor Level (3.92.8.111)","B008","Ventilation Facility","S111","Invert Fan Plenum, Ground Floor Level (3.92.8.111)","3928","Co_80_35_75","Road networks","En_65_40_80","Shaft and tunnel ventilation plant building","SL_90_90","Plant and control spaces","15/04/2026 1:57 PM","John Marsden-T2D","823"
"3FC","BH85D4","SY65B6","S112","Invert Fan, Ground Floor Level (3.92.8.112)","B008","F0392-B008-S112","STSP Maintenance and Operational Centre (MOC);Ventilation Facility;Invert Fan, Ground Floor Level (3.92.8.112)","F0392","STSP Maintenance and Operational Centre (MOC);Ventilation Facility;Invert Fan, Ground Floor Level (3.92.8.112)","B008","Ventilation Facility","S112","Invert Fan, Ground Floor Level (3.92.8.112)","3928","Co_80_35_75","Road networks","En_65_40_80","Shaft and tunnel ventilation plant building","SL_90_90","Plant and control spaces","15/04/2026 1:57 PM","John Marsden-T2D","824"
"3FC","BH85D5","SY65B6","S113","Invert Louvre Plenum, Ground Floor Level (3.92.8.113)","B008","F0392-B008-S113","STSP Maintenance and Operational Centre (MOC);Ventilation Facility;Invert Louvre Plenum, Ground Floor Level (3.92.8.113)","F0392","STSP Maintenance and Operational Centre (MOC);Ventilation Facility;Invert Louvre Plenum, Ground Floor Level (3.92.8.113)","B008","Ventilation Facility","S113","Invert Louvre Plenum, Ground Floor Level (3.92.8.113)","3928","Co_80_35_75","Road networks","En_65_40_80","Shaft and tunnel ventilation plant building","SL_90_90","Plant and control spaces","15/04/2026 1:57 PM","John Marsden-T2D","825"
"3FC","BH85D6","CL37X1","SC01","Shaft Stairs, Carriageway","B007","F0381-B007-SC01","Southern Tunnel, Southern Portal (STSP);Portal Stairway;Shaft Stairs, Carriageway","F0381","Southern Tunnel, Southern Portal (STSP);Portal Stairway;Shaft Stairs, Carriageway","B007","Portal Stairway","SC01","Shaft Stairs, Carriageway","3817","Co_80_35_75","Road networks","En_80_96_91","Tunnel portals","SL_90_10_87","Stairways","3/07/2026 10:06 AM","John Marsden-T2D","826"
"3FC","NA21C6","CL37X1","SB01","Shaft Stairs, Base Slab Level","B007","F0381-B007-SB01","Southern Tunnel, Southern Portal (STSP);Portal Stairway;Shaft Stairs, Base Slab Level","F0381","Southern Tunnel, Southern Portal (STSP);Portal Stairway;Shaft Stairs, Base Slab Level","B007","Portal Stairway","SB01","Shaft Stairs, Base Slab Level","3817","Co_80_35_75","Road networks","En_80_96_91","Tunnel portals","SL_90_10_87","Stairways","3/07/2026 10:06 AM","John Marsden-T2D","827"
"3FC","BH85D8","SY65B6","S116","Disassembly, Ground Floor Level (3.92.8.116)","B008","F0392-B008-S116","STSP Maintenance and Operational Centre (MOC);Ventilation Facility;Disassembly, Ground Floor Level (3.92.8.116)","F0392","STSP Maintenance and Operational Centre (MOC);Ventilation Facility;Disassembly, Ground Floor Level (3.92.8.116)","B008","Ventilation Facility","S116","Disassembly, Ground Floor Level (3.92.8.116)","3928","Co_80_35_75","Road networks","En_65_40_80","Shaft and tunnel ventilation plant building","SL_30_60","Cleaning and maintenance spaces","15/04/2026 1:57 PM","John Marsden-T2D","828"
"3FC","BH85D9","SY65B6","S117","Cable Trench A, Ground Floor Level (3.92.8.117)","B008","F0392-B008-S117","STSP Maintenance and Operational Centre (MOC);Ventilation Facility;Cable Trench A, Ground Floor Level (3.92.8.117)","F0392","STSP Maintenance and Operational Centre (MOC);Ventilation Facility;Cable Trench A, Ground Floor Level (3.92.8.117)","B008","Ventilation Facility","S117","Cable Trench A, Ground Floor Level (3.92.8.117)","3928","Co_80_35_75","Road networks","En_65_40_80","Shaft and tunnel ventilation plant building","SL_70_20_89","Transmission cable section","15/04/2026 1:57 PM","John Marsden-T2D","829"
"3FC","NA21C7","CL37X1","S101","Shaft Stairs, Ground Floor - (3.81.7.101)","B007","F0381-B007-S101","Southern Tunnel, Southern Portal (STSP);Portal Stairway;Shaft Stairs, Ground Floor - (3.81.7.101)","F0381","Southern Tunnel, Southern Portal (STSP);Portal Stairway;Shaft Stairs, Ground Floor - (3.81.7.101)","B007","Portal Stairway","S101","Shaft Stairs, Ground Floor - (3.81.7.101)","3817","Co_80_35_75","Road networks","En_80_96_91","Tunnel portals","SL_90_10_87","Stairways","3/07/2026 10:07 AM","John Marsden-T2D","830"
"3FC","BH85E2","SY65B6","S202","Fan Plenum, First Floor Level (3.92.8.202)","B008","F0392-B008-S202","STSP Maintenance and Operational Centre (MOC);Ventilation Facility;Fan Plenum, First Floor Level (3.92.8.202)","F0392","STSP Maintenance and Operational Centre (MOC);Ventilation Facility;Fan Plenum, First Floor Level (3.92.8.202)","B008","Ventilation Facility","S202","Fan Plenum, First Floor Level (3.92.8.202)","3928","Co_80_35_75","Road networks","En_65_40_80","Shaft and tunnel ventilation plant building","SL_55_65","Ventilation and air conditioning spaces","15/04/2026 1:59 PM","John Marsden-T2D","831"
"3FC","BH85E3","SY65B6","S203","Fan Plenum Outlet, First Floor Level (3.92.8.203)","B008","F0392-B008-S203","STSP Maintenance and Operational Centre (MOC);Ventilation Facility;Fan Plenum Outlet, First Floor Level (3.92.8.203)","F0392","STSP Maintenance and Operational Centre (MOC);Ventilation Facility;Fan Plenum Outlet, First Floor Level (3.92.8.203)","B008","Ventilation Facility","S203","Fan Plenum Outlet, First Floor Level (3.92.8.203)","3928","Co_80_35_75","Road networks","En_65_40_80","Shaft and tunnel ventilation plant building","SL_55_65","Ventilation and air conditioning spaces","15/04/2026 1:59 PM","John Marsden-T2D","832"
"3FC","BH85E6","SY65B6","S302","Access Stair, Lower Roof Level (3.92.8.302)","B008","F0392-B008-S302","STSP Maintenance and Operational Centre (MOC);Ventilation Facility;Access Stair, Lower Roof Level (3.92.8.302)","F0392","STSP Maintenance and Operational Centre (MOC);Ventilation Facility;Access Stair, Lower Roof Level (3.92.8.302)","B008","Ventilation Facility","S302","Access Stair, Lower Roof Level (3.92.8.302)","3928","Co_80_35_75","Road networks","En_65_40_80","Shaft and tunnel ventilation plant building","SL_90_10_87","Stairways","15/04/2026 1:59 PM","John Marsden-T2D","833"
"3FC","BH85D7","CL37X1","S106","Shaft Stairs, Ground Floor - (3.81.7.106)","B007","F0381-B007-S106","Southern Tunnel, Southern Portal (STSP);Portal Stairway;Shaft Stairs, Ground Floor - (3.81.7.106)","F0381","Southern Tunnel, Southern Portal (STSP);Portal Stairway;Shaft Stairs, Ground Floor - (3.81.7.106)","B007","Portal Stairway","S106","Shaft Stairs, Ground Floor - (3.81.7.106)","3817","Co_80_35_75","Road networks","En_80_96_91","Tunnel portals","SL_90_10_87","Stairways","3/07/2026 10:06 AM","John Marsden-T2D","834"
"3FC","BH85E12","SY65B6","S304","Roof, Lower Roof Level, Ventilation Facility (3.92.8.304)","B008","F0392-B008-S304","STSP Maintenance and Operational Centre (MOC);Ventilation Facility;Roof, Lower Roof Level, Ventilation Facility (3.92.8.304)","F0392","STSP Maintenance and Operational Centre (MOC);Ventilation Facility;Roof, Lower Roof Level, Ventilation Facility (3.92.8.304)","B008","Ventilation Facility","S304","Roof, Lower Roof Level, Ventilation Facility (3.92.8.304)","3928","Co_80_35_75","Road networks","En_65_40_80","Shaft and tunnel ventilation plant building","SL_90_60_72","Roof surface spaces","15/04/2026 2:00 PM","John Marsden-T2D","835"
"3FC","BH85E15","SY65B6","S305","Roof, Plenum Roof Level, Ventilation Facility (3.92.8.305)","B008","F0392-B008-S305","STSP Maintenance and Operational Centre (MOC);Ventilation Facility;Roof, Plenum Roof Level, Ventilation Facility (3.92.8.305)","F0392","STSP Maintenance and Operational Centre (MOC);Ventilation Facility;Roof, Plenum Roof Level, Ventilation Facility (3.92.8.305)","B008","Ventilation Facility","S305","Roof, Plenum Roof Level, Ventilation Facility (3.92.8.305)","3928","Co_80_35_75","Road networks","En_65_40_80","Shaft and tunnel ventilation plant building","SL_90_60_72","Roof surface spaces","15/04/2026 2:00 PM","John Marsden-T2D","836"
"3FC","BH85E18","SY65B6","S301","Roof, First Floor Level, Ventilation Facility (3.92.8.301)","B008","F0392-B008-S301","STSP Maintenance and Operational Centre (MOC);Ventilation Facility;Roof, First Floor Level, Ventilation Facility (3.92.8.301)","F0392","STSP Maintenance and Operational Centre (MOC);Ventilation Facility;Roof, First Floor Level, Ventilation Facility (3.92.8.301)","B008","Ventilation Facility","S301","Roof, First Floor Level, Ventilation Facility (3.92.8.301)","3928","Co_80_35_75","Road networks","En_65_40_80","Shaft and tunnel ventilation plant building","SL_90_60_72","Roof surface spaces","15/04/2026 2:00 PM","John Marsden-T2D","837"
"3FC","BH85E21","SY65B6","S306","Roof, Lower Roof Level, Ventilation Facility (3.92.8.306)","B008","F0392-B008-S306","STSP Maintenance and Operational Centre (MOC);Ventilation Facility;Roof, Lower Roof Level, Ventilation Facility (3.92.8.306)","F0392","STSP Maintenance and Operational Centre (MOC);Ventilation Facility;Roof, Lower Roof Level, Ventilation Facility (3.92.8.306)","B008","Ventilation Facility","S306","Roof, Lower Roof Level, Ventilation Facility (3.92.8.306)","3928","Co_80_35_75","Road networks","En_65_40_80","Shaft and tunnel ventilation plant building","SL_90_60_72","Roof surface spaces","15/04/2026 2:00 PM","John Marsden-T2D","838"
"1","NG07Y0",,"NCRN014","Susan Street",,"NCRN014","Susan Street","NCRN014","Susan Street",,,,,"No Linear Assets Req","Co_80_35_75","Road networks","En_80_35_74","Roads",,,"25/08/2025 2:18 PM","Tay, Bryan","842"
"1","WR56Y8",,"NCRN015","Bennett Street",,"NCRN015","Bennett Street","NCRN015","Bennett Street",,,,,"No Linear Assets Req","Co_80_35_75","Road networks","En_80_35_74","Roads",,,"25/08/2025 2:18 PM","Tay, Bryan","843"
"1","AT51G5",,"NCRN016","Ballantyne Street",,"NCRN016","Ballantyne Street","NCRN016","Ballantyne Street",,,,,"No Linear Assets Req","Co_80_35_75","Road networks","En_80_35_74","Roads",,,"25/08/2025 2:18 PM","Tay, Bryan","844"
"1","DP05A6",,"NCRN017","Walter Street",,"NCRN017","Walter Street","NCRN017","Walter Street",,,,,"No Linear Assets Req","Co_80_35_75","Road networks","En_80_35_74","Roads",,,"25/08/2025 2:18 PM","Tay, Bryan","845"
"1","NE84Q9",,"NCRN018","Hindmarsh Avenue",,"NCRN018","Hindmarsh Avenue","NCRN018","Hindmarsh Avenue",,,,,"No Linear Assets Req","Co_80_35_75","Road networks","En_80_35_74","Roads",,,"25/08/2025 2:18 PM","Tay, Bryan","846"
"1","ZU32A3",,"NCRN019","Gawler Avenue",,"NCRN019","Gawler Avenue","NCRN019","Gawler Avenue",,,,,"No Linear Assets Req","Co_80_35_75","Road networks","En_80_35_74","Roads",,,"25/08/2025 2:18 PM","Tay, Bryan","847"
"1","NG02T3",,"NCRN020","Rosslyn Sttreet",,"NCRN020","Rosslyn Sttreet","NCRN020","Rosslyn Sttreet",,,,,"No Linear Assets Req","Co_80_35_75","Road networks","En_80_35_74","Roads",,,"25/08/2025 2:18 PM","Tay, Bryan","848"
"1","CN41R0",,"NCRN021","William Street",,"NCRN021","William Street","NCRN021","William Street",,,,,"No Linear Assets Req","Co_80_35_75","Road networks","En_80_35_74","Roads",,,"25/08/2025 2:18 PM","Tay, Bryan","849"
"1","DM81S1",,"NCRN022","Birmingham Street",,"NCRN022","Birmingham Street","NCRN022","Birmingham Street",,,,,"No Linear Assets Req","Co_80_35_75","Road networks","En_80_35_74","Roads",,,"25/08/2025 2:18 PM","Tay, Bryan","850"
"1","AJ14Z4",,"NCRN023","Marleston Avenue",,"NCRN023","Marleston Avenue","NCRN023","Marleston Avenue",,,,,"No Linear Assets Req","Co_80_35_75","Road networks","En_80_35_74","Roads",,,"25/08/2025 2:18 PM","Tay, Bryan","851"
"1","GN78J5",,"NCRN024","Alexander Avenue",,"NCRN024","Alexander Avenue","NCRN024","Alexander Avenue",,,,,"No Linear Assets Req","Co_80_35_75","Road networks","En_80_35_74","Roads",,,"25/08/2025 2:18 PM","Tay, Bryan","852"
"1","ZR48M2",,"NCRN025","Albert Street",,"NCRN025","Albert Street","NCRN025","Albert Street",,,,,"No Linear Assets Req","Co_80_35_75","Road networks","En_80_35_74","Roads",,,"25/08/2025 2:18 PM","Tay, Bryan","853"
"1","OG67U9",,"NCRN026","Hare Street",,"NCRN026","Hare Street","NCRN026","Hare Street",,,,,"No Linear Assets Req","Co_80_35_75","Road networks","En_80_35_74","Roads",,,"25/08/2025 2:18 PM","Tay, Bryan","854"
"1","DB94X0",,"NCRN027","Tennyson Street",,"NCRN027","Tennyson Street","NCRN027","Tennyson Street",,,,,"No Linear Assets Req","Co_80_35_75","Road networks","En_80_35_74","Roads",,,"25/08/2025 2:18 PM","Tay, Bryan","855"
"1","EF51R4",,"NCRN028","Chatham Road",,"NCRN028","Chatham Road","NCRN028","Chatham Road",,,,,"No Linear Assets Req","Co_80_35_75","Road networks","En_80_35_74","Roads",,,"25/08/2025 2:18 PM","Tay, Bryan","856"
"1","KI61F1",,"NCRN029","Farnham Road",,"NCRN029","Farnham Road","NCRN029","Farnham Road",,,,,"No Linear Assets Req","Co_80_35_75","Road networks","En_80_35_74","Roads",,,"25/08/2025 2:18 PM","Tay, Bryan","857"
