"LocationHeirarchyKey","LocationID","LocationParentID","LocationReferenceCode","LocationReferenceDescription","ParentLocationReference","DIT_LocationHierarchyCode","LocationHierarchyDescription","DIT_ProjectRdCode","ProjectRdDescription","DIT_LocationCode","LocationCodeDescription","DIT_SubLocationCode","SubLocationCodeDescription","SiteIDLocationReference","Uniclass_CoCode","Uniclass_CoTitle","Uniclass_EnCode","Uniclass_EnTitle","Uniclass_SLCode","Uniclass_SLTitle","Modified","Modified By","ID"
"3FC","MJ38B8","WZ17S0","S305","Invert Fan Roof,  Roof Level, Ventilation Facility (2.91.8.305)","B008","F0291-B008-S305","NTSP Maintenance and Operations Compound (MOC);Ventilation Facility;Invert Fan Roof,  Roof Level, Ventilation Facility (2.91.8.305)","F0291","NTSP Maintenance and Operations Compound (MOC);Ventilation Facility;Invert Fan Roof,  Roof Level, Ventilation Facility (2.91.8.305)","B008","Ventilation Facility","S305","Invert Fan Roof,  Roof Level, Ventilation Facility (2.91.8.305)","2918","Co_80_35_75","Road networks","En_65_40_80","Shaft and tunnel ventilation plant building","SL_90_60_72","Roof surface spaces","24/06/2026 12:36 PM","John Marsden-T2D","1098"
"3FC","QJ88J4","HJ53R4","S901","External - Vent MOC Entry Exit (2.91.9.101)","B009","F0291-B009-S901","NTSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External - Vent MOC Entry Exit (2.91.9.101)","F0291","NTSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External - Vent MOC Entry Exit (2.91.9.101)","B009","Within MOC Facility Boundary","S901","External - Vent MOC Entry Exit (2.91.9.101)","2919","Co_80_35_75","Road networks","En_90_10_77","External service areas","SL_32_35","Ground spaces","24/06/2026 12:17 PM","John Marsden-T2D","1099"
"3FC","MU72F2","HJ53R4","S902","External - Ventilation Compound Driveway (2.91.9.102)","B009","F0291-B009-S902","NTSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External - Ventilation Compound Driveway (2.91.9.102)","F0291","NTSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External - Ventilation Compound Driveway (2.91.9.102)","B009","Within MOC Facility Boundary","S902","External - Ventilation Compound Driveway (2.91.9.102)","2919","Co_80_35_75","Road networks","En_90_10_77","External service areas","SL_32_35","Ground spaces","24/06/2026 12:17 PM","John Marsden-T2D","1100"
"3FC","JA18M1","HJ53R4","S903","External - Ventilation Compund Rear Yard (2.91.9.103)","B009","F0291-B009-S903","NTSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External - Ventilation Compund Rear Yard (2.91.9.103)","F0291","NTSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External - Ventilation Compund Rear Yard (2.91.9.103)","B009","Within MOC Facility Boundary","S903","External - Ventilation Compund Rear Yard (2.91.9.103)","2919","Co_80_35_75","Road networks","En_90_10_77","External service areas","SL_32_35","Ground spaces","24/06/2026 12:17 PM","John Marsden-T2D","1101"
"3FC","RN52Z7","HJ53R4","S904","External - Loading Dock (2.91.9.104)","B009","F0291-B009-S904","NTSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External - Loading Dock (2.91.9.104)","F0291","NTSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External - Loading Dock (2.91.9.104)","B009","Within MOC Facility Boundary","S904","External - Loading Dock (2.91.9.104)","2919","Co_80_35_75","Road networks","En_90_10_77","External service areas","SL_32_35","Ground spaces","24/06/2026 12:17 PM","John Marsden-T2D","1102"
"3FC","QH69V6","HJ53R4","S905","External - Vent MOC Truck Entry (2.91.9.105)","B009","F0291-B009-S905","NTSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External - Vent MOC Truck Entry (2.91.9.105)","F0291","NTSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External - Vent MOC Truck Entry (2.91.9.105)","B009","Within MOC Facility Boundary","S905","External - Vent MOC Truck Entry (2.91.9.105)","2919","Co_80_35_75","Road networks","En_90_10_77","External service areas","SL_32_35","Ground spaces","24/06/2026 12:17 PM","John Marsden-T2D","1103"
"3FC","NB76I6","HJ53R4","S906","External - Buildings MOC Entry (2.91.9.106)","B009","F0291-B009-S906","NTSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External - Buildings MOC Entry (2.91.9.106)","F0291","NTSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External - Buildings MOC Entry (2.91.9.106)","B009","Within MOC Facility Boundary","S906","External - Buildings MOC Entry (2.91.9.106)","2919","Co_80_35_75","Road networks","En_90_10_77","External service areas","SL_32_35","Ground spaces","24/06/2026 12:17 PM","John Marsden-T2D","1104"
"3FC","DF02C4","HJ53R4","S907","External - Buildings MOC Driveway (2.91.9.107)","B009","F0291-B009-S907","NTSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External - Buildings MOC Driveway (2.91.9.107)","F0291","NTSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External - Buildings MOC Driveway (2.91.9.107)","B009","Within MOC Facility Boundary","S907","External - Buildings MOC Driveway (2.91.9.107)","2919","Co_80_35_75","Road networks","En_90_10_77","External service areas","SL_32_35","Ground spaces","24/06/2026 12:17 PM","John Marsden-T2D","1105"
"3FC","YY58D4","HJ53R4","S908","External - Buildings Car Park (2.91.9.108)","B009","F0291-B009-S908","NTSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External - Buildings Car Park (2.91.9.108)","F0291","NTSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External - Buildings Car Park (2.91.9.108)","B009","Within MOC Facility Boundary","S908","External - Buildings Car Park (2.91.9.108)","2919","Co_80_35_75","Road networks","En_90_10_77","External service areas","SL_32_35","Ground spaces","24/06/2026 12:17 PM","John Marsden-T2D","1106"
"3FC","IA65B9","HJ53R4","S909","External - Substation Loading Area (2.91.9.109)","B009","F0291-B009-S909","NTSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External - Substation Loading Area (2.91.9.109)","F0291","NTSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External - Substation Loading Area (2.91.9.109)","B009","Within MOC Facility Boundary","S909","External - Substation Loading Area (2.91.9.109)","2919","Co_80_35_75","Road networks","En_90_10_77","External service areas","SL_32_35","Ground spaces","24/06/2026 12:17 PM","John Marsden-T2D","1107"
"3FC","NX35A7","HJ53R4","S910","External -  Buildings Compound Rear Yard (2.91.9.110)","B009","F0291-B009-S910","NTSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External -  Buildings Compound Rear Yard (2.91.9.110)","F0291","NTSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External -  Buildings Compound Rear Yard (2.91.9.110)","B009","Within MOC Facility Boundary","S910","External -  Buildings Compound Rear Yard (2.91.9.110)","2919","Co_80_35_75","Road networks","En_90_10_77","External service areas","SL_32_35","Ground spaces","24/06/2026 12:17 PM","John Marsden-T2D","1108"
"3FC","GL04R1","HJ53R4","S911","External - Buildings MOC Exit (2.91.9.111)","B009","F0291-B009-S911","NTSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External - Buildings MOC Exit (2.91.9.111)","F0291","NTSP Maintenance and Operations Compound (MOC);Within MOC Facility Boundary;External - Buildings MOC Exit (2.91.9.111)","B009","Within MOC Facility Boundary","S911","External - Buildings MOC Exit (2.91.9.111)","2919","Co_80_35_75","Road networks","En_90_10_77","External service areas","SL_32_35","Ground spaces","24/06/2026 12:17 PM","John Marsden-T2D","1109"
"3FC","LP86E1","EG59C7","S001","Cable Basement A","B000","F0290-B000-S001","NTNP Maintenance and Operational Centre (MOC);Substation Building SS01 (A);Cable Basement A","F0290","NTNP Maintenance and Operational Centre (MOC)","B000","Substation Building SS01 (A)","S001","Cable Basement A","2900","Co_80_35_75","Road networks","En_90_90","Plant and control entities","SL_70_20_89","Transmission cable section","22/09/2025 2:37 PM","John Marsden-T2D","1110"
"3FC","BS62C3","EG59C7","S002","Cable Basement A Entry","B000","F0290-B000-S002","NTNP Maintenance and Operational Centre (MOC);Substation Building SS01 (A);Cable Basement A Entry","F0290","NTNP Maintenance and Operational Centre (MOC)","B000","Substation Building SS01 (A)","S002","Cable Basement A Entry","2900","Co_80_35_75","Road networks","En_90_90","Plant and control entities","SL_90_90_01","Access floor voids","22/09/2025 2:37 PM","John Marsden-T2D","1111"
"3FC","QU19A7","EG59C7","S003","HV Trench A","B000","F0290-B000-S003","NTNP Maintenance and Operational Centre (MOC);Substation Building SS01 (A);HV Trench A","F0290","NTNP Maintenance and Operational Centre (MOC)","B000","Substation Building SS01 (A)","S003","HV Trench A","2900","Co_80_35_75","Road networks","En_90_90","Plant and control entities","SL_70_20_89","Transmission cable section","22/09/2025 2:37 PM","John Marsden-T2D","1112"
"3FC","RM95O1","EG59C7","S101","LV Switchroom A","B000","F0290-B000-S101","NTNP Maintenance and Operational Centre (MOC);Substation Building SS01 (A);LV Switchroom A","F0290","NTNP Maintenance and Operational Centre (MOC)","B000","Substation Building SS01 (A)","S101","LV Switchroom A","2900","Co_80_35_75","Road networks","En_90_90","Plant and control entities","SL_90_90_85","Switch rooms","22/09/2025 2:37 PM","John Marsden-T2D","1113"
"3FC","WR06S0","EG59C7","S102","HV Transformer A","B000","F0290-B000-S102","NTNP Maintenance and Operational Centre (MOC);Substation Building SS01 (A);HV Transformer A","F0290","NTNP Maintenance and Operational Centre (MOC)","B000","Substation Building SS01 (A)","S102","HV Transformer A","2900","Co_80_35_75","Road networks","En_90_90","Plant and control entities","SL_70_20_64 ","Power transformer equipment bay","22/09/2025 2:37 PM","John Marsden-T2D","1114"
"3FC","FS33K9","EG59C7","S103","HV Switchroom A","B000","F0290-B000-S103","NTNP Maintenance and Operational Centre (MOC);Substation Building SS01 (A);HV Switchroom A","F0290","NTNP Maintenance and Operational Centre (MOC)","B000","Substation Building SS01 (A)","S103","HV Switchroom A","2900","Co_80_35_75","Road networks","En_90_90","Plant and control entities","SL_90_90_85","Switch rooms","22/09/2025 2:37 PM","John Marsden-T2D","1115"
"3FC","JG20Z9","EG59C7","S301","LV Switchroom A","B000","F0290-B000-S301","NTNP Maintenance and Operational Centre (MOC);Substation Building SS01 (A);LV Switchroom A","F0290","NTNP Maintenance and Operational Centre (MOC)","B000","Substation Building SS01 (A)","S301","LV Switchroom A","2900","Co_80_35_75","Road networks","En_90_90","Plant and control entities","SL_90_90_85","Switch rooms","22/09/2025 2:37 PM","John Marsden-T2D","1116"
"3FC","PL89P3","EG59C7","S302","Substation Building (A), HV A Roof","B000","F0290-B000-S302","NTNP Maintenance and Operational Centre (MOC);Substation Building SS01 (A);Substation Building (A), HV A Roof","F0290","NTNP Maintenance and Operational Centre (MOC)","B000","Substation Building SS01 (A)","S302","Substation Building (A), HV A Roof","2900","Co_80_35_75","Road networks","En_90_90","Plant and control entities","SL_90_60_72","Roof surface spaces","22/09/2025 2:37 PM","John Marsden-T2D","1117"
"3FC","OU45T9","QM16A6","S101","Fire Pump Room","B001","F0290-B001-S101","NTNP Maintenance and Operational Centre (MOC);Fire Pump Building;Fire Pump Room","F0290","NTNP Maintenance and Operational Centre (MOC)","B001","Fire Pump Building","S101","Fire Pump Room","2901","Co_80_35_75","Road networks","En_90_90","Plant and control entities","SL_55_30","Fire-extinguishing supply spaces","22/09/2025 2:37 PM","John Marsden-T2D","1118"
"3FC","CA73V5","QM16A6","S301","Fire Pump Room, Fire Pump Roof","B001","F0290-B001-S301","NTNP Maintenance and Operational Centre (MOC);Fire Pump Building;Fire Pump Room, Fire Pump Roof","F0290","NTNP Maintenance and Operational Centre (MOC)","B001","Fire Pump Building","S301","Fire Pump Room, Fire Pump Roof","2901","Co_80_35_75","Road networks","En_90_90","Plant and control entities","SL_90_60_72","Roof surface spaces","22/09/2025 2:37 PM","John Marsden-T2D","1119"
"3FC","CP26O3","SH36A8","S101","Computer Equipment Room","B003","F0290-B003-S101","NTNP Maintenance and Operational Centre (MOC);Computer Equipment Room;Computer Equipment Room","F0290","NTNP Maintenance and Operational Centre (MOC)","B003","Computer Equipment Room","S101","Computer Equipment Room","2903","Co_80_35_75","Road networks","En_90_90","Plant and control entities","SL_90_90","Plant and control spaces","22/09/2025 2:38 PM","John Marsden-T2D","1120"
"3FC","SB84N1","SH36A8","S301","Computer Equipment Room, Roof","B003","F0290-B003-S301","NTNP Maintenance and Operational Centre (MOC);Computer Equipment Room;Computer Equipment Room, Roof","F0290","NTNP Maintenance and Operational Centre (MOC)","B003","Computer Equipment Room","S301","Computer Equipment Room, Roof","2903","Co_80_35_75","Road networks","En_90_90","Plant and control entities","SL_90_60_72","Roof surface spaces","22/09/2025 2:38 PM","John Marsden-T2D","1121"
"3FC","YY81I5","XL94L8","S101","Tunnel Monitoring Facility","B004","F0290-B004-S101","NTNP Maintenance and Operational Centre (MOC);Tunnel Monitoring Facility;Tunnel Monitoring Facility","F0290","NTNP Maintenance and Operational Centre (MOC)","B004","Tunnel Monitoring Facility","S101","Tunnel Monitoring Facility","2904","Co_80_35_75","Road networks","En_90_90","Plant and control entities","SL_90_90","Plant and control spaces","22/09/2025 2:39 PM","John Marsden-T2D","1122"
"3FC","NE88Q0","XL94L8","S102","Airlock","B004","F0290-B004-S102","NTNP Maintenance and Operational Centre (MOC);Tunnel Monitoring Facility;Airlock","F0290","NTNP Maintenance and Operational Centre (MOC)","B004","Tunnel Monitoring Facility","S102","Airlock","2904","Co_80_35_75","Road networks","En_90_90","Plant and control entities","SL_90_10_02","Airlock","22/09/2025 2:39 PM","John Marsden-T2D","1123"
"3FC","LE88L7","XL94L8","S103","Change Room","B004","F0290-B004-S103","NTNP Maintenance and Operational Centre (MOC);Tunnel Monitoring Facility;Change Room","F0290","NTNP Maintenance and Operational Centre (MOC)","B004","Tunnel Monitoring Facility","S103","Change Room","2904","Co_80_35_75","Road networks","En_90_90","Plant and control entities","SL_90_20_13","Changing rooms","22/09/2025 2:40 PM","John Marsden-T2D","1124"
"3FC","XB10S1","XL94L8","S104","Cleaner Room","B004","F0290-B004-S104","NTNP Maintenance and Operational Centre (MOC);Tunnel Monitoring Facility;Cleaner Room","F0290","NTNP Maintenance and Operational Centre (MOC)","B004","Tunnel Monitoring Facility","S104","Cleaner Room","2904","Co_80_35_75","Road networks","En_90_90","Plant and control entities","SL_30_60","Cleaning and maintenance spaces","22/09/2025 2:39 PM","John Marsden-T2D","1125"
"3FC","VY16O3","XL94L8","S105","Change Room  (UA)","B004","F0290-B004-S105","NTNP Maintenance and Operational Centre (MOC);Tunnel Monitoring Facility;Change Room  (UA)","F0290","NTNP Maintenance and Operational Centre (MOC)","B004","Tunnel Monitoring Facility","S105","Change Room  (UA)","2904","Co_80_35_75","Road networks","En_90_90","Plant and control entities","SL_35_80_01","Accessible changing rooms","22/09/2025 2:39 PM","John Marsden-T2D","1126"
"3FC","BM38T7","XL94L8","S106","Eating Facilities","B004","F0290-B004-S106","NTNP Maintenance and Operational Centre (MOC);Tunnel Monitoring Facility;Eating Facilities","F0290","NTNP Maintenance and Operational Centre (MOC)","B004","Tunnel Monitoring Facility","S106","Eating Facilities","2904","Co_80_35_75","Road networks","En_90_90","Plant and control entities","SL_25_10_30","Food rooms","22/09/2025 2:39 PM","John Marsden-T2D","1127"
"3FC","CN03D8","XL94L8","S107","Meeting Room","B004","F0290-B004-S107","NTNP Maintenance and Operational Centre (MOC);Tunnel Monitoring Facility;Meeting Room","F0290","NTNP Maintenance and Operational Centre (MOC)","B004","Tunnel Monitoring Facility","S107","Meeting Room","2904","Co_80_35_75","Road networks","En_90_90","Plant and control entities","SL_20_15_50","Meeting rooms","22/09/2025 2:39 PM","John Marsden-T2D","1128"
"3FC","UF43D7","XL94L8","S301","Tunnel Monitoring Facility, Roof","B004","F0290-B004-S301","NTNP Maintenance and Operational Centre (MOC);Tunnel Monitoring Facility;Tunnel Monitoring Facility, Roof","F0290","NTNP Maintenance and Operational Centre (MOC)","B004","Tunnel Monitoring Facility","S301","Tunnel Monitoring Facility, Roof","2904","Co_80_35_75","Road networks","En_90_90","Plant and control entities","SL_90_60_72","Roof surface spaces","22/09/2025 2:39 PM","John Marsden-T2D","1129"
"3FC","OD80A8","SF76Q4","S001","Cable Basement B","B005","F0290-B005-S001","NTNP Maintenance and Operational Centre (MOC);Substation Building SS01 (B);Cable Basement B","F0290","NTNP Maintenance and Operational Centre (MOC)","B005","Substation Building SS01 (B)","S001","Cable Basement B","2905","Co_80_35_75","Road networks","En_90_90","Plant and control entities","SL_70_20_89","Transmission cable section","22/09/2025 2:40 PM","John Marsden-T2D","1130"
"3FC","JY02V8","SF76Q4","S002","Cable Basement B Entry","B005","F0290-B005-S002","NTNP Maintenance and Operational Centre (MOC);Substation Building SS01 (B);Cable Basement B Entry","F0290","NTNP Maintenance and Operational Centre (MOC)","B005","Substation Building SS01 (B)","S002","Cable Basement B Entry","2905","Co_80_35_75","Road networks","En_90_90","Plant and control entities","SL_90_90_01","Access floor voids","22/09/2025 2:40 PM","John Marsden-T2D","1131"
"3FC","MC81W7","SF76Q4","S101","LV Switchroom B","B005","F0290-B005-S101","NTNP Maintenance and Operational Centre (MOC);Substation Building SS01 (B);LV Switchroom B","F0290","NTNP Maintenance and Operational Centre (MOC)","B005","Substation Building SS01 (B)","S101","LV Switchroom B","2905","Co_80_35_75","Road networks","En_90_90","Plant and control entities","SL_90_90_85","Switch rooms","22/09/2025 2:40 PM","John Marsden-T2D","1132"
"3FC","CH36D6","SF76Q4","S102","HV Transformer B","B005","F0290-B005-S102","NTNP Maintenance and Operational Centre (MOC);Substation Building SS01 (B);HV Transformer B","F0290","NTNP Maintenance and Operational Centre (MOC)","B005","Substation Building SS01 (B)","S102","HV Transformer B","2905","Co_80_35_75","Road networks","En_90_90","Plant and control entities","SL_70_20_64 ","Power transformer equipment bay","22/09/2025 2:40 PM","John Marsden-T2D","1133"
"3FC","UL85Q7","SF76Q4","S103","HV Switchroom B","B005","F0290-B005-S103","NTNP Maintenance and Operational Centre (MOC);Substation Building SS01 (B);HV Switchroom B","F0290","NTNP Maintenance and Operational Centre (MOC)","B005","Substation Building SS01 (B)","S103","HV Switchroom B","2905","Co_80_35_75","Road networks","En_90_90","Plant and control entities","SL_90_90_85","Switch rooms","22/09/2025 2:40 PM","John Marsden-T2D","1134"
"3FC","PY26P8","SF76Q4","S301","LV Switchroom B Roof","B005","F0290-B005-S301","NTNP Maintenance and Operational Centre (MOC);Substation Building SS01 (B);LV Switchroom B Roof","F0290","NTNP Maintenance and Operational Centre (MOC)","B005","Substation Building SS01 (B)","S301","LV Switchroom B Roof","2905","Co_80_35_75","Road networks","En_90_90","Plant and control entities","SL_90_90_85","Switch rooms","22/09/2025 2:40 PM","John Marsden-T2D","1135"
"3FC","FT99P5","SF76Q4","S302","Substation Building (B), HV B Roof","B005","F0290-B005-S302","NTNP Maintenance and Operational Centre (MOC);Substation Building SS01 (B);Substation Building (B), HV B Roof","F0290","NTNP Maintenance and Operational Centre (MOC)","B005","Substation Building SS01 (B)","S302","Substation Building (B), HV B Roof","2905","Co_80_35_75","Road networks","En_90_90","Plant and control entities","SL_90_60_72","Roof surface spaces","22/09/2025 2:40 PM","John Marsden-T2D","1136"
"3FC","YK61T6","DS65K4","S101","Fire Tank Yard","B007","F0290-B007-S101","NTNP Maintenance and Operational Centre (MOC);Fire Tank Yard;Fire Tank Yard","F0290","NTNP Maintenance and Operational Centre (MOC)","B007","Fire Tank Yard","S101","Fire Tank Yard","2907","Co_80_35_75","Road networks","En_55_30","Fire-extinguishing supply entities","SL_55_30","Fire-extinguishing supply spaces","22/09/2025 2:41 PM","John Marsden-T2D","1137"
"3FC","DV21A8","SN27P3","S101","Loading Dock","B008","F0290-B008-S101","NTNP Maintenance and Operational Centre (MOC);Ventilation Facility;Loading Dock","F0290","NTNP Maintenance and Operational Centre (MOC)","B008","Ventilation Facility","S101","Loading Dock","2908","Co_80_35_75","Road networks","En_65_40_80","Shaft and tunnel ventilation plant building","SL_90_90","Plant and control spaces","22/09/2025 2:42 PM","John Marsden-T2D","1138"
"3FC","DV02Y5","SN27P3","S102","Disassembly Area","B008","F0290-B008-S102","NTNP Maintenance and Operational Centre (MOC);Ventilation Facility;Disassembly Area","F0290","NTNP Maintenance and Operational Centre (MOC)","B008","Ventilation Facility","S102","Disassembly Area","2908","Co_80_35_75","Road networks","En_65_40_80","Shaft and tunnel ventilation plant building","SL_90_90","Plant and control spaces","22/09/2025 2:42 PM","John Marsden-T2D","1139"
"3FC","XS41A0","SN27P3","S103","Store Room","B008","F0290-B008-S103","NTNP Maintenance and Operational Centre (MOC);Ventilation Facility;Store Room","F0290","NTNP Maintenance and Operational Centre (MOC)","B008","Ventilation Facility","S103","Store Room","2908","Co_80_35_75","Road networks","En_65_40_80","Shaft and tunnel ventilation plant building","SL_90_90","Plant and control spaces","22/09/2025 2:42 PM","John Marsden-T2D","1140"
"3FC","PA81Y7","SN27P3","S104","Low Pressure Ventilation Room","B008","F0290-B008-S104","NTNP Maintenance and Operational Centre (MOC);Ventilation Facility;Low Pressure Ventilation Room","F0290","NTNP Maintenance and Operational Centre (MOC)","B008","Ventilation Facility","S104","Low Pressure Ventilation Room","2908","Co_80_35_75","Road networks","En_65_40_80","Shaft and tunnel ventilation plant building","SL_90_90","Plant and control spaces","22/09/2025 2:42 PM","John Marsden-T2D","1141"
"3FC","HT47Y8","SN27P3","S105","Shaft Stairs","B008","F0290-B008-S105","NTNP Maintenance and Operational Centre (MOC);Ventilation Facility;Shaft Stairs","F0290","NTNP Maintenance and Operational Centre (MOC)","B008","Ventilation Facility","S105","Shaft Stairs","2908","Co_80_35_75","Road networks","En_65_40_80","Shaft and tunnel ventilation plant building","SL_90_90","Plant and control spaces","22/09/2025 2:42 PM","John Marsden-T2D","1142"
"3FC","VJ19A7","MM10Q8","SB03","Riser (HYD)","B004","F0280-B004-SB03","Northern Tunnel, Northern  Portal (NTNP);Risers;Riser (HYD)","F0280","Northern Tunnel, Northern  Portal (NTNP);Risers;Riser (HYD)","B004","Risers","SB03","Riser (HYD)","2804","Co_80_35_75","Road networks","En_80_96_91","Tunnel portals","SL_90_90_78","Services shafts","5/03/2026 2:39 PM","John Marsden-T2D","1144"
"3FC","TV11Z8","SN27P3","S108","Electrical Equipment Room","B008","F0290-B008-S108","NTNP Maintenance and Operational Centre (MOC);Ventilation Facility;Electrical Equipment Room","F0290","NTNP Maintenance and Operational Centre (MOC)","B008","Ventilation Facility","S108","Electrical Equipment Room","2908","Co_80_35_75","Road networks","En_65_40_80","Shaft and tunnel ventilation plant building","SL_90_90","Plant and control spaces","22/09/2025 2:42 PM","John Marsden-T2D","1145"
"3FC","MV33H5","SN27P3","S109","Airlock","B008","F0290-B008-S109","NTNP Maintenance and Operational Centre (MOC);Ventilation Facility;Airlock","F0290","NTNP Maintenance and Operational Centre (MOC)","B008","Ventilation Facility","S109","Airlock","2908","Co_80_35_75","Road networks","En_65_40_80","Shaft and tunnel ventilation plant building","SL_90_90","Plant and control spaces","22/09/2025 2:42 PM","John Marsden-T2D","1146"
"3FC","NG01S5","SN27P3","S110","Invert Fan Corridor","B008","F0290-B008-S110","NTNP Maintenance and Operational Centre (MOC);Ventilation Facility;Invert Fan Corridor","F0290","NTNP Maintenance and Operational Centre (MOC)","B008","Ventilation Facility","S110","Invert Fan Corridor","2908","Co_80_35_75","Road networks","En_65_40_80","Shaft and tunnel ventilation plant building","SL_90_90","Plant and control spaces","22/09/2025 2:42 PM","John Marsden-T2D","1147"
"3FC","XN38E7","SN27P3","S111","Invert Fan Plenum","B008","F0290-B008-S111","NTNP Maintenance and Operational Centre (MOC);Ventilation Facility;Invert Fan Plenum","F0290","NTNP Maintenance and Operational Centre (MOC)","B008","Ventilation Facility","S111","Invert Fan Plenum","2908","Co_80_35_75","Road networks","En_65_40_80","Shaft and tunnel ventilation plant building","SL_90_90","Plant and control spaces","22/09/2025 2:42 PM","John Marsden-T2D","1148"
"3FC","MB95Z6","MM10Q8","SB04","Stair Services (MECH Riser)","B004","F0280-B004-SB04","Northern Tunnel, Northern  Portal (NTNP);Risers;Stair Services (MECH Riser)","F0280","Northern Tunnel, Northern  Portal (NTNP);Risers;Stair Services (MECH Riser)","B004","Risers","SB04","Stair Services (MECH Riser)","2804","Co_80_35_75","Road networks","En_80_96_91","Tunnel portals","SL_90_90_78","Services shafts","5/03/2026 2:53 PM","John Marsden-T2D","1149"
"3FC","VZ49J3","SN27P3","S113","Invert Fan","B008","F0290-B008-S113","NTNP Maintenance and Operational Centre (MOC);Ventilation Facility;Invert Fan","F0290","NTNP Maintenance and Operational Centre (MOC)","B008","Ventilation Facility","S113","Invert Fan","2908","Co_80_35_75","Road networks","En_65_40_80","Shaft and tunnel ventilation plant building","SL_90_90","Plant and control spaces","22/09/2025 2:42 PM","John Marsden-T2D","1150"
"3FC","CJ18B9","SN27P3","S114","Louvre Plenum","B008","F0290-B008-S114","NTNP Maintenance and Operational Centre (MOC);Ventilation Facility;Louvre Plenum","F0290","NTNP Maintenance and Operational Centre (MOC)","B008","Ventilation Facility","S114","Louvre Plenum","2908","Co_80_35_75","Road networks","En_65_40_80","Shaft and tunnel ventilation plant building","SL_90_90","Plant and control spaces","22/09/2025 2:42 PM","John Marsden-T2D","1151"
"3FC","YM93A6","SN27P3","S115","Air Lock","B008","F0290-B008-S115","NTNP Maintenance and Operational Centre (MOC);Ventilation Facility;Air Lock","F0290","NTNP Maintenance and Operational Centre (MOC)","B008","Ventilation Facility","S115","Air Lock","2908","Co_80_35_75","Road networks","En_65_40_80","Shaft and tunnel ventilation plant building","SL_90_90","Plant and control spaces","22/09/2025 2:42 PM","John Marsden-T2D","1152"
"3FC","VV07C4","CW27N2","S106","Shaft Stairs, Ground Floor","B007","F0280-B007-S106","Northern Tunnel, Northern  Portal (NTNP);Portal Stairway;Shaft Stairs, Ground Floor","F0280","Northern Tunnel, Northern  Portal (NTNP);Portal Stairway;Shaft Stairs, Ground Floor","B007","Portal Stairway","S106","Shaft Stairs, Ground Floor","2807","Co_80_35_75","Road networks","En_80_96_91","Tunnel portals","SL_90_10_87","Stairways","5/03/2026 2:43 PM","John Marsden-T2D","1153"
"3FC","UY90M2","SN27P3","S117","Cable Pit B","B008","F0290-B008-S117","NTNP Maintenance and Operational Centre (MOC);Ventilation Facility;Cable Pit B","F0290","NTNP Maintenance and Operational Centre (MOC)","B008","Ventilation Facility","S117","Cable Pit B","2908","Co_80_35_75","Road networks","En_65_40_80","Shaft and tunnel ventilation plant building","SL_90_90","Plant and control spaces","22/09/2025 2:42 PM","John Marsden-T2D","1154"
"3FC","YL80S1","SN27P3","S118","Cable Reticulation B","B008","F0290-B008-S118","NTNP Maintenance and Operational Centre (MOC);Ventilation Facility;Cable Reticulation B","F0290","NTNP Maintenance and Operational Centre (MOC)","B008","Ventilation Facility","S118","Cable Reticulation B","2908","Co_80_35_75","Road networks","En_65_40_80","Shaft and tunnel ventilation plant building","SL_90_90","Plant and control spaces","22/09/2025 2:42 PM","John Marsden-T2D","1155"
"3FC","SN85R8","MM10Q8","SB02","Riser (Electrical B)","B004","F0280-B004-SB02","Northern Tunnel, Northern  Portal (NTNP);Risers;Riser (Electrical B)","F0280","Northern Tunnel, Northern  Portal (NTNP);Risers;Riser (Electrical B)","B004","Risers","SB02","Riser (Electrical B)","2804","Co_80_35_75","Road networks","En_80_96_91","Tunnel portals","SL_90_90_78","Services shafts","5/03/2026 2:39 PM","John Marsden-T2D","1156"
