"Asset Identifier (Label)","Managed","DIT_AssetType","AssetTypeRef","SiteID_Drawings","Manual_SiteID","AssetCapture","T2D_DisciplineCode","T2D_ClashGroup","Uniclass_EfCode","Uniclass_EfTitle","Uniclass_SsCode","Uniclass_SsTitle","Uniclass_PrCode","Uniclass_PrTitle","UniclassCodeKey","LocationHeirarchyKey","DIT_AssetClass","DIT_AssetComponent","Ausroads_Asset_Discipline","DIT_AssetCategory","ShapeField","Created By","MPDId","Compliance Asset Id","ID","Created","Modified","Modified By"
"Two Aspect Pedestrian Lantern","Yes","TSL","TSL","Yes","No","Model","TF","245","EF_75_30_35","Road signals and controls","Ss_75_30_35_88","Traffic signal systems","Pr_70_75_72_61","Pedestrian crossing signals","EF_75_30_35Ss_75_30_35_88Pr_70_75_72_61","2; 3","01.05 M&E","01.05.05.05.21 Fixed and Regulatory Signs",,"Point Asset","Point","Tay, Bryan","705",,"178","13/05/2025 5:19 PM","20/05/2026 5:57 PM","Gunagi, Pooja"
"TX SYNCHRO BOX","Yes","SYT","SYT","Yes","No","Unsure","WF",,"EF_75_10_21","Data distribution and telecommunications","Ss_75_10_21_21","Data distribution systems","Pr_70_75_20","Data communication products","EF_75_10_21Ss_75_10_21_21Pr_70_75_20",,"01.05 M&E","01.05.05.02.01 Data communications Network",,"Point Asset",,"Mazarei, Ashkan (DIT)",,,"3643","15/05/2026 2:24 PM","20/05/2026 5:22 PM","Gunagi, Pooja"
"UDB Circuit Break Incomer","Conditional","UQI","UQI","No","No","Unsure","LV",,"EF_70_30_45","Low-voltage electricity distribution","Ss_70_30_25","Electrical protection systems","Pr_65_72_27","Electrical protective devices","EF_70_30_45Ss_70_30_25Pr_65_72_27",,"01.05 M&E","01.05.01.03.12 Incoming Breaker (LV)",,"Point Asset","Point","James McKinlay-T2D",,,"2667","25/07/2025 3:13 PM","20/05/2026 5:21 PM","Gunagi, Pooja"
"UDB Circuit Breaker Feeder","Conditional","UQF","UQF","No","No","Unsure","LV",,"EF_70_30_45","Low-voltage electricity distribution","Ss_70_30_25","Electrical protection systems","Pr_65_72_27","Electrical protective devices","EF_70_30_45Ss_70_30_25Pr_65_72_27",,"01.05 M&E","01.05.01.03.05 Circuit Breaker (LV)",,"Point Asset","Point","James McKinlay-T2D",,,"2669","25/07/2025 3:13 PM","20/05/2026 5:21 PM","Gunagi, Pooja"
"UDB Power Quality Meter","Conditional","UQM","UQM","No","No","Unsure","LV",,"EF_70_30_45","Low-voltage electricity distribution","Ss_70_30_45_45","Low-voltage distribution systems","Pr_80_51_51_63","Power factor meters","EF_70_30_45Ss_70_30_45_45Pr_80_51_51_63",,"01.05 M&E","01.05.01.03.13 Instrumentation & Meters (LV)",,"Point Asset","Point","James McKinlay-T2D",,,"2670","25/07/2025 3:13 PM","20/05/2026 5:21 PM","Gunagi, Pooja"
"UDB Switch Isolator","Conditional","USI","USI","No","No","Register","LV",,"EF_70_30_45","Low-voltage electricity distribution","Ss_70_30_45_45","Low-voltage distribution systems","Pr_60_70_48_47","Low-voltage switch-disconnectors","EF_70_30_45Ss_70_30_45_45Pr_60_70_48_47",,"01.05 M&E","01.05.01.03.14 Isolation Breaker (LV)",,"Point Asset","Point","James McKinlay-T2D",,,"2668","25/07/2025 3:13 PM","20/05/2026 4:10 PM","Gunagi, Pooja"
"Ultrasonic Air Velocity Monitor","Yes","AFM","AFM","Yes","No","Model","TT",,"EF_75_70_54","Metering, monitoring and management","Ss_75_70_54_05","Air Quality Monitoring Systems","Pr_75_50_76_02","Air quality sensors","EF_75_70_54Ss_75_70_54_05Pr_75_50_76_02",,"01.05 M&E","01.05.05.03.02 Tunnel Air Velocity Monitoring Equipment",,"Point Asset","Point","James McKinlay-T2D",,,"2930","25/07/2025 3:16 PM","20/05/2026 5:36 PM","Gunagi, Pooja"
"Ultrasonic Level Sensor","Yes","USL","USL","Yes","No","Model","HY",,"EF_55_70","Water supply","Ss_55_70","Water distribution and supply systems","Pr_75_50_47_92","Ultrasonic sensors","EF_55_70Ss_55_70Pr_75_50_47_92",,"01.05 M&E","01.05.04.10.04 Instrumentation",,"Point Asset","Point","James McKinlay-T2D",,,"2925","25/07/2025 3:16 PM","21/05/2026 4:22 PM","Muhammad Abid-T2D"
"Unclassified Indicating Transmitter","No","XIT","XIT","No","No","Model","TT",,"EF_75_30_35","Road signals and controls","Ss_75_30_35","Road signal and control systems","Pr_75_50_20_12","Central processor units","EF_75_30_35Ss_75_30_35Pr_75_50_20_12",,"01.05 M&E","01.05.05.02.12 Unclassified Indicating Transmitter",,"Point Asset","Point","James McKinlay-T2D",,,"3013","25/07/2025 3:19 PM","20/05/2026 5:58 PM","Gunagi, Pooja"
"Underpass Lighting Luminaire","Yes","LLD","LLD","Yes","No","Model","LT","243","EF_70_80","Lighting","Ss_70_80_25_70","Roadway lighting systems","Pr_70_70_48_73","Road and amenity lighting luminaires","EF_70_80Ss_70_80_25_70Pr_70_70_48_73","2; 3","01.05 M&E","01.05.06.01.08 Linear LED Luminaire",,"Point Asset","Point","Tay, Bryan","694",,"167","13/05/2025 5:19 PM","20/05/2026 5:45 PM","Gunagi, Pooja"
"Uninterruptible Power Supplies","Yes","UPS","UPS","Yes","No","Model","TF",,"EF_70_30_45","Low-voltage electricity distribution","Ss_70_30_45_92","Uninterruptible power supply systems","Pr_60_70_64_93","Uninterruptible power supply (UPS) units","EF_70_30_45Ss_70_30_45_92Pr_60_70_64_93",,"01.05 M&E","01.05.01.05.01 Uninterruptible Power Supplies",,"Point Asset","Point","James McKinlay-T2D",,,"2626","25/07/2025 3:11 PM","20/05/2026 5:58 PM","Gunagi, Pooja"
"UPS Battery","Yes","BAT","BAT","Yes","No","Register","LV",,"EF_70_30_45","Low-voltage electricity distribution","Ss_70_30_45_92","Uninterruptible power supply systems","Pr_60_70_64_93","Uninterruptible power supply (UPS) units","EF_70_30_45Ss_70_30_45_92Pr_60_70_64_93",,"01.05 M&E","01.05.01.05.01 Uninterruptible Power Supplies",,"Point Asset","Point","James McKinlay-T2D",,,"2582","25/07/2025 3:11 PM","20/05/2026 3:59 PM","Muhammad Abid-T2D"
"UPS Distribution Board","Yes","UDB","UDB","Yes","No","Model","LV",,"EF_70_30_45","Low-voltage electricity distribution","Ss_70_30_45_92","Uninterruptible power supply systems","Pr_60_70_22_22","Distribution boards","EF_70_30_45Ss_70_30_45_92Pr_60_70_22_22",,"01.05 M&E","01.05.01.03.09 Essential Electrical Distribution Board",,"Point Asset","Point","James McKinlay-T2D",,,"2662","25/07/2025 3:13 PM","2/06/2026 12:31 PM","Mazarei, Ashkan (DIT)"
"Utilities - Communications Cable (Overhead)","By Other","N/A",,"N/A","No","N/A","UC","203","EF_75_10","Communication","Ss_75_10","Communications systems","Pr_65_70_15","Communications cables and accessories","EF_75_10Ss_75_10Pr_65_70_15","2; 3","N/A","N/A",,,,"Tay, Bryan","658",,"131","13/05/2025 5:18 PM","20/05/2026 2:35 PM","Bird, Cheyne"
"Utilities - Communications Cable (Underground)","By Other","N/A",,"N/A","No","N/A","UC","203","EF_75_10","Communication","Ss_75_10","Communications systems","Pr_65_70_11_09","Buried conduit","EF_75_10Ss_75_10Pr_65_70_11_09","2; 3","N/A","N/A",,,,"Tay, Bryan","657",,"130","13/05/2025 5:18 PM","20/05/2026 2:35 PM","Bird, Cheyne"
"Utilities - Communications Pit","By Other","N/A",,"N/A","No","N/A","UC","203","EF_75_10","Communication","Ss_75_10","Communications systems","Pr_65_52_25_15","Concrete catch pits","EF_75_10Ss_75_10Pr_65_52_25_15","2; 3","N/A","N/A",,,,"Tay, Bryan","656",,"129","13/05/2025 5:18 PM","20/05/2026 2:35 PM","Bird, Cheyne"
"Utilities - Communications Pole","By Other","N/A",,"N/A","No","N/A","UC","203","EF_75_10","Communication","Ss_75_10_21","Data distribution and telecommunications systems","Pr_20_85_16","Columns and column accessories","EF_75_10Ss_75_10_21Pr_20_85_16","2; 3","N/A","N/A",,,,"Tay, Bryan","655",,"128","13/05/2025 5:18 PM","20/05/2026 2:35 PM","Bird, Cheyne"
"Utilities - Electrical Pits (High Voltage)","Yes","HPT","HPT","Yes","No","Model","UE","219","EF_70_30_35","High-voltage electricity distribution","Ss_70_30_35_35","High-voltage distribution systems","Pr_65_52_25_15","Concrete catch pits","EF_70_30_35Ss_70_30_35_35Pr_65_52_25_15","2; 3","01.05 M&E","01.05.01.01.03 Cable Pits (HV)",,"Point Asset","Point","Tay, Bryan","667",,"140","13/05/2025 5:18 PM","20/05/2026 5:45 PM","Gunagi, Pooja"
"Utilities - Electrical Pits (Low Voltage)","By Other","N/A",,"N/A","No","N/A","UE","202","EF_70_30_45","Low-voltage electricity distribution","Ss_70_30_45_45","Low-voltage distribution systems","Pr_65_52_25_15","Concrete catch pits","EF_70_30_45Ss_70_30_45_45Pr_65_52_25_15","2; 3","N/A","N/A",,,,"Tay, Bryan","635",,"108","13/05/2025 5:18 PM","20/05/2026 2:34 PM","Bird, Cheyne"
"Utilities - Electrical Pits (LV)","Yes","LPT","LPT","Yes","No","Model","UE","202","EF_70_30_45","Low-voltage electricity distribution","Ss_70_30_45_45","Low-voltage distribution systems","Pr_65_52_25_15","Concrete catch pits","EF_70_30_45Ss_70_30_45_45Pr_65_52_25_15","2; 3","01.05 M&E","01.05.01.01.03 Cable Pits (HV)",,"Point Asset","Point","Bird, Cheyne","635",,"3544","13/04/2026 3:12 PM","20/05/2026 5:45 PM","Gunagi, Pooja"
"Utilities - Electrical Pits (Transmission)","By Other","N/A",,"N/A","No","N/A","UE","202","EF_70_20","Electricity transmission","Ss_70_20_35","High-voltage transmission and distribution systems","Pr_65_52_25_15","Concrete catch pits","EF_70_20Ss_70_20_35Pr_65_52_25_15","2; 3","N/A","N/A",,,,"Tay, Bryan","949",,"424","13/05/2025 5:21 PM","23/06/2026 5:15 PM","Bird, Cheyne"
"Utilities - Electrical Pits (Transmission) HV","Yes","HPT","HPT","Yes","No","Model","UE","202","EF_70_20","Electricity transmission","Ss_70_20_35","High-voltage transmission and distribution systems","Pr_65_52_25_15","Concrete catch pits","EF_70_20Ss_70_20_35Pr_65_52_25_15","2; 3","01.05 M&E","01.05.01.01.03 Cable Pits (HV)",,"Point Asset","Point","Bird, Cheyne","949",,"3542","13/04/2026 3:12 PM","20/05/2026 5:45 PM","Gunagi, Pooja"
"Utilities - Electrical Poles","Yes","RL","RL","Yes","No","Model","UE","203","EF_70_80","Lighting","Ss_70_80_25_70","Roadway lighting systems","Pr_80_77_48","Lighting columns, brackets and bollards","EF_70_80Ss_70_80_25_70Pr_80_77_48","3FC","01.05 M&E","01.05.06.01.12 Surface Road and Interchange Lighting",,"Point Asset","Point","Tay, Bryan","654",,"127","13/05/2025 5:18 PM","20/05/2026 5:51 PM","Gunagi, Pooja"
"Utilities - Electrical Poles DU","Yes","RL","RL","Yes","No","Model","DU","381","EF_70_80","Lighting","Ss_70_80_25_70","Roadway lighting systems","Pr_80_77_48","Lighting columns, brackets and bollards","EF_70_80Ss_70_80_25_70Pr_80_77_48","2CA; 3BAP; 3BDE","01.05 M&E","01.05.06.01.12 Surface Road and Interchange Lighting",,"Point Asset","Point","Bird, Cheyne",,,"3080","11/08/2025 5:21 PM","20/05/2026 5:52 PM","Gunagi, Pooja"
"Utilities - Electrical Transmission Line (Overhead)","By Other","N/A",,"N/A","No","N/A","UE","203","EF_70_20","Electricity transmission","Ss_70_20_35","High-voltage transmission and distribution systems","Pr_65_70_30","Extra-high-voltage cables","EF_70_20Ss_70_20_35Pr_65_70_30","2; 3","N/A","N/A",,,,"Tay, Bryan","653",,"126","13/05/2025 5:18 PM","20/05/2026 2:35 PM","Bird, Cheyne"
"Utilities - Electrical Transmission Line (Underground)","By Other","N/A",,"N/A","No","N/A","UE","203","EF_70_20","Electricity transmission","Ss_70_20_35","High-voltage transmission and distribution systems","Pr_65_70_11_09","Buried conduit","EF_70_20Ss_70_20_35Pr_65_70_11_09","2; 3","N/A","N/A",,,,"Tay, Bryan","652",,"125","13/05/2025 5:18 PM","20/05/2026 2:35 PM","Bird, Cheyne"
"Utilities - Gas (High Pressure)","By Other","N/A",,"N/A","No","N/A","UG","203","EF_55_20","Gas supply","Ss_55_20_33","Gas distribution network systems","Pr_65_52_63_62","Polyethylene (PE) gaseous fuel pipes and fittings","EF_55_20Ss_55_20_33Pr_65_52_63_62","2; 3","N/A","N/A",,,,"Tay, Bryan","651",,"124","13/05/2025 5:18 PM","20/05/2026 2:35 PM","Bird, Cheyne"
"Utilities - Gas (Low Pressure)","By Other","N/A",,"N/A","No","N/A","UG","203","EF_55_20","Gas supply","Ss_55_20_33","Gas distribution network systems","Pr_65_52_63_62","Polyethylene (PE) gaseous fuel pipes and fittings","EF_55_20Ss_55_20_33Pr_65_52_63_62","2; 3","N/A","N/A",,,,"Tay, Bryan","650",,"123","13/05/2025 5:18 PM","20/05/2026 2:35 PM","Bird, Cheyne"
"Utilities - Gas Asset (Valve)","By Other","N/A",,"N/A","No","N/A","UG","203","EF_55_20","Gas supply","Ss_55_20_33","Gas distribution network systems","Pr_65_54_33","Gas and liquid fuel valves","EF_55_20Ss_55_20_33Pr_65_54_33","2; 3","N/A","N/A",,,,"Tay, Bryan","649",,"122","13/05/2025 5:18 PM","20/05/2026 2:35 PM","Bird, Cheyne"
"Utilities - Gas Transmission line","By Other","N/A",,"N/A","No","N/A","UG","203","EF_55_20","Gas supply","Ss_55_20_33","Gas distribution network systems","Pr_65_52_63","Pipes and fittings","EF_55_20Ss_55_20_33Pr_65_52_63","2; 3","N/A","N/A",,,,"Tay, Bryan","648",,"121","13/05/2025 5:18 PM","20/05/2026 2:35 PM","Bird, Cheyne"
"Utilities - High Voltage Electrical (Underground)","Conditional","HCD","HCD","No","No","Model","UE","203","EF_70_30_35","High-voltage electricity distribution","Ss_70_30_35_35","High-voltage distribution systems","Pr_65_70_11_09","Buried conduit","EF_70_30_35Ss_70_30_35_35Pr_65_70_11_09","2; 3","01.05 M&E","01.05.01.03.04 Cables (LV)",,"Point Asset","Line","Tay, Bryan","647",,"120","13/05/2025 5:18 PM","21/05/2026 3:47 PM","Muhammad Abid-T2D"
"Utilities - High Voltage Electrical Cables (Overhead)","By Other","N/A",,"N/A","No","N/A","UE","203","EF_70_30_35","High-voltage electricity distribution","Ss_70_30_35_35","High-voltage distribution systems","Pr_65_70_36","High-voltage cables","EF_70_30_35Ss_70_30_35_35Pr_65_70_36","2; 3","N/A","N/A",,,,"Tay, Bryan","646",,"119","13/05/2025 5:18 PM","20/05/2026 2:35 PM","Bird, Cheyne"
"Utilities - Hydrant","By Other","N/A",,"N/A","No","N/A","UW","203","EF_55_30","Fire-extinguishing supply","Ss_55_30_96_30","Fire hydrant systems","Pr_70_55_97_01","Above-ground fire hydrants","EF_55_30Ss_55_30_96_30Pr_70_55_97_01","2; 3","N/A","N/A",,,,"Bird, Cheyne","990",,"477","21/05/2025 5:03 PM","20/05/2026 3:52 PM","Muhammad Abid-T2D"
"Utilities - Hydrant (Fire)","Yes","FHY","FHY","Yes","No","Model","UW","203","EF_55_30_96","Water firefighting supply","Ss_55_30_96_30","Fire hydrant systems","Pr_70_55_97_01","Above-ground fire hydrants","EF_55_30_96Ss_55_30_96_30Pr_70_55_97_01",,"01.05 M&E","01.05.02.02.01 Fire Hydrants",,"Point Asset","Point","Hatkhambkar, Pramod",,,"530","11/06/2025 2:21 PM","20/05/2026 5:35 PM","Gunagi, Pooja"
"Utilities - ITS Conduits","No","N/A",,"N/A","No","N/A","UI","256","EF_75_30","Signalling","Ss_75_30_35","Road signal and control systems","Pr_65_70_11_71","Rigid conduit","EF_75_30Ss_75_30_35Pr_65_70_11_71","2; 3","N/A","N/A",,,,"Tay, Bryan","770",,"244","13/05/2025 5:19 PM","20/05/2026 2:35 PM","Bird, Cheyne"
"Utilities - Low Voltage Electrical (Underground)","By Other","N/A",,"N/A","No","N/A","UE","203","EF_70_30_45","Low-voltage electricity distribution","Ss_70_30_45_45","Low-voltage distribution systems","Pr_65_70_11_09","Buried conduit","EF_70_30_45Ss_70_30_45_45Pr_65_70_11_09","2; 3","N/A","N/A",,,,"Tay, Bryan","645",,"118","13/05/2025 5:18 PM","20/05/2026 2:35 PM","Bird, Cheyne"
"Utilities - Low Voltage Electrical Cables (Overhead)","By Other","N/A",,"N/A","No","N/A","UE","203","EF_70_30_45","Low-voltage electricity distribution","Ss_70_30_45_45","Low-voltage distribution systems","Pr_65_70_48","Low-voltage cables","EF_70_30_45Ss_70_30_45_45Pr_65_70_48","2; 3","N/A","N/A",,,,"Tay, Bryan","644",,"117","13/05/2025 5:18 PM","20/05/2026 2:35 PM","Bird, Cheyne"
"Utilities - Potable Water","No","N/A",,"N/A","No","N/A","UW","205","EF_55_70","Water supply","Ss_55_70_95","Water distribution network systems","Pr_65_52_63","Pipes and fittings","EF_55_70Ss_55_70_95Pr_65_52_63","2; 3","N/A","N/A",,,,"Tay, Bryan","660",,"133","13/05/2025 5:18 PM","20/05/2026 2:35 PM","Bird, Cheyne"
"Utilities - Sewer (Gravity Main)","No","N/A",,"N/A","No","N/A","US","203","EF_50_75","Wastewater treatment and disposal","Ss_50_35_08_30","Foul wastewater below-ground drainage pipeline systems","Pr_65_52_07_16","Concrete plain wall below-ground drainage pipes and fittings","EF_50_75Ss_50_35_08_30Pr_65_52_07_16","2; 3","N/A","N/A",,,,"Tay, Bryan","643",,"116","13/05/2025 5:18 PM","20/05/2026 2:35 PM","Bird, Cheyne"
"Utilities - Sewer (Rising Main)","By Other","N/A",,"N/A","No","N/A","US","203","EF_50_75","Wastewater treatment and disposal","Ss_50_35_03_65","Wastewater pressure pipeline systems","Pr_65_52_07","Below-ground and pressure drainage pipes and fittings","EF_50_75Ss_50_35_03_65Pr_65_52_07","2; 3","N/A","N/A",,,,"Tay, Bryan","641",,"114","13/05/2025 5:18 PM","20/05/2026 2:35 PM","Bird, Cheyne"
"Utilities - Sewer Maintenance Hole (MH)","By Other","N/A",,"N/A","No","N/A","US","203","EF_50_75","Wastewater treatment and disposal","Ss_50_35_08_30","Foul wastewater below-ground drainage pipeline systems","Pr_65_52_01_20","Concrete manhole base units","EF_50_75Ss_50_35_08_30Pr_65_52_01_20","2; 3","N/A","N/A",,,,"Tay, Bryan","640",,"113","13/05/2025 5:18 PM","20/05/2026 2:35 PM","Bird, Cheyne"
"Utilities - Sewer Maintenance Pit","Yes","SMP","SMP","Yes","No","Model","US","204","EF_50_75","Wastewater treatment and disposal","Ss_50_35_08_30","Foul wastewater below-ground drainage pipeline systems","Pr_65_52_01_01","Access and inspection chambers","EF_50_75Ss_50_35_08_30Pr_65_52_01_01","2; 3","01.05 M&E","01.05.04.01.03 Stormwater pit",,"Point Asset","Point","Bird, Cheyne","659",,"3557","14/04/2026 12:49 PM","20/05/2026 5:53 PM","Gunagi, Pooja"
"Utilities - Sewer Pit","By Other","N/A",,"N/A","No","N/A","US","204","EF_50_75","Wastewater treatment and disposal","Ss_50_35_08_30","Foul wastewater below-ground drainage pipeline systems","Pr_65_52_01_01","Access and inspection chambers","EF_50_75Ss_50_35_08_30Pr_65_52_01_01","2; 3","N/A","N/A",,,,"Tay, Bryan","659",,"132","13/05/2025 5:18 PM","20/05/2026 2:35 PM","Bird, Cheyne"
"Utilities - Sewer Pump","By Other","N/A",,"N/A","No","N/A","US","203","EF_50_75","Wastewater treatment and disposal","Ss_50_35_03_65","Wastewater pressure pipeline systems","Pr_65_53_96","Water supply and wastewater pumps","EF_50_75Ss_50_35_03_65Pr_65_53_96","2; 3","N/A","N/A",,,,"Tay, Bryan","639",,"112","13/05/2025 5:18 PM","20/05/2026 2:35 PM","Bird, Cheyne"
"Utilities - Sewer Storage System","By Other","N/A",,"N/A","No","N/A","US","203","EF_50_75","Wastewater treatment and disposal","Ss_50_75_98","Wastewater storage systems","Pr_60_50_96_15","Concrete tanks","EF_50_75Ss_50_75_98Pr_60_50_96_15","2; 3","N/A","N/A",,,,"Tay, Bryan","642",,"115","13/05/2025 5:18 PM","20/05/2026 2:35 PM","Bird, Cheyne"
"Utilities - Water (Recycled)","By Other","N/A",,"N/A","No","N/A","UW","203","EF_55_70","Water supply","Ss_50_35_03_65","Wastewater pressure pipeline systems","Pr_65_52_63","Pipes and fittings","EF_55_70Ss_50_35_03_65Pr_65_52_63","2; 3","N/A","N/A",,,,"Tay, Bryan","638",,"111","13/05/2025 5:18 PM","20/05/2026 2:35 PM","Bird, Cheyne"
"Utilities - Water Main (Drinking)","By Other","N/A",,"N/A","No","N/A","UW","203","EF_55_70","Water supply","Ss_55_70_95_50","Treated water pressure pipeline systems","Pr_65_52_63","Pipes and fittings","EF_55_70Ss_55_70_95_50Pr_65_52_63","2; 3","N/A","N/A",,,,"Tay, Bryan","636",,"109","13/05/2025 5:18 PM","20/05/2026 2:35 PM","Bird, Cheyne"
"Utilities - Water Main (Fire)","Yes","RMP","RMP","Yes","No","Model","UW","203","EF_55_30_96","Water firefighting supply","Ss_55_70_95_50","Treated water pressure pipeline systems","Pr_65_52_63","Pipes and fittings","EF_55_30_96Ss_55_70_95_50Pr_65_52_63","2; 3","01.05 M&E","01.05.04.06.02 Rising Main Pipe",,"Point Asset","Line","Bird, Cheyne","992",,"479","21/05/2025 5:09 PM","20/05/2026 5:52 PM","Gunagi, Pooja"
"Utilities - Water Meter","Yes","FMV","FMV","Yes","No","Model","UW","203","Ef_55_70","Water supply","Ss_55_70","Water distribution and supply systems","Pr_80_51_51_97","Water meters","Ef_55_70Ss_55_70Pr_80_51_51_97","2; 3","01.05 M&E","01.05.01.03.13 Instrumentation & Meters (LV)",,"Point Asset","Point","Bird, Cheyne","991",,"478","21/05/2025 5:08 PM","20/05/2026 5:35 PM","Gunagi, Pooja"
"Utilities - Water Meter (Fire)","Yes","FHY","FHY","Yes","No","Model","UW","203","EF_55_30_96","Water firefighting supply","Ss_55_70","Water distribution and supply systems","Pr_80_51_51_97","Water meters","EF_55_30_96Ss_55_70Pr_80_51_51_97","2; 3","01.05 M&E","01.05.02.02.01 Fire Hydrants",,"Point Asset","Point","Hatkhambkar, Pramod",,,"572","19/06/2025 2:52 PM","20/05/2026 5:35 PM","Gunagi, Pooja"
"Utilities- General Transformer","By Other","N/A",,"N/A","No","N/A","HV","202","EF_70_30","Electricity distribution","Ss_70_30","Electricity distribution systems","Pr_60_70","Power supply products","EF_70_30Ss_70_30Pr_60_70","2; 3","N/A","N/A",,,,"Bird, Cheyne",,,"3728","23/06/2026 5:11 PM","23/06/2026 5:15 PM","Bird, Cheyne"
"Utilities -Valves (Fire)","Yes","FHY","FHY","Yes","No","Model","UW","203","EF_55_30_96","Water firefighting supply","Ss_55_70","Water distribution and supply systems","Pr_65_54_30","Firefighting valves and devices","EF_55_30_96Ss_55_70Pr_65_54_30","2; 3","01.05 M&E","01.05.02.02.01 Fire Hydrants",,"Point Asset","Point","Hatkhambkar, Pramod",,,"570","19/06/2025 12:45 PM","20/05/2026 5:35 PM","Gunagi, Pooja"
"Utilities -Valves (Water)","By Other","N/A",,"N/A","No","N/A","UW","203","EF_55_70","Water supply","Ss_55_70_95","Water distribution network systems","Pr_65_54_94","Water supply and wastewater valves","EF_55_70Ss_55_70_95Pr_65_54_94","2; 3","N/A","N/A",,,,"Tay, Bryan","637",,"110","13/05/2025 5:18 PM","20/05/2026 2:35 PM","Bird, Cheyne"
"Utility Meter Panel","Yes","UMP","UMP","Yes","No","Model","HV",,"EF_70_30_35","High-voltage electricity distribution","Ss_70_30_35_35","High-voltage distribution systems","Pr_75_50_18_93","Utility supply control panels","EF_70_30_35Ss_70_30_35_35Pr_75_50_18_93",,"01.05 M&E","01.05.01.01.05 Instrumentation & Meters (HV)",,"Point Asset","Point","Mazarei, Ashkan (DIT)",,,"3251","20/11/2025 11:46 AM","21/05/2026 4:22 PM","Muhammad Abid-T2D"
