"Asset Identifier (Label)","Managed","DIT_AssetType","AssetTypeRef","SiteID_Drawings","Manual_SiteID","AssetCapture","T2D_DisciplineCode","T2D_ClashGroup","Uniclass_EfCode","Uniclass_EfTitle","Uniclass_SsCode","Uniclass_SsTitle","Uniclass_PrCode","Uniclass_PrTitle","UniclassCodeKey","LocationHeirarchyKey","DIT_AssetClass","DIT_AssetComponent","Ausroads_Asset_Discipline","DIT_AssetCategory","ShapeField","Created By","MPDId","Compliance Asset Id","ID","Created","Modified","Modified By"
"Surge Protection Device","No","SPD","SPD","No","No","Model","LV",,"EF_70_30","Electricity distribution","Ss_70_30_25","Electrical protection systems","Pr_65_72_27","Electrical protective devices","EF_70_30Ss_70_30_25Pr_65_72_27",,"01.05 M&E","01.05.01.03.19 Protection Relay (LV)
",,"Point Asset","Line","James McKinlay-T2D",,,"2659","25/07/2025 3:13 PM","20/05/2026 5:52 PM","Gunagi, Pooja"
"Surge Reduction Filter","No","SRF","SRF","No","No","Unsure","LV",,"EF_70_30","Electricity distribution","Ss_70_30_25","Electrical protection systems","Pr_65_72_27","Electrical protective devices","EF_70_30Ss_70_30_25Pr_65_72_27",,"01.05 M&E","01.05.01.03.17 Harmonic Filters",,"Point Asset","Point","James McKinlay-T2D",,,"2660","25/07/2025 3:13 PM","20/05/2026 5:21 PM","Gunagi, Pooja"
"Suspended Slab","No","N/A",,"N/A","No","N/A","BS","322","EF_30_20_93","Upper floors","Ss_30_12","Floor and deck structure systems","Pr_20_85_14_16","Concrete solid slabs","EF_30_20_93Ss_30_12Pr_20_85_14_16","3FC","N/A","N/A",,,,"Tay, Bryan","605",,"78","13/05/2025 5:16 PM","20/05/2026 2:34 PM","Bird, Cheyne"
"Switchboard and Cubicles (HV)","Yes","HVS","HVS","Yes","No","Model","HV",,"EF_70_30_35","High-voltage electricity distribution","Ss_70_30_35_35","High-voltage distribution systems","Pr_60_70_22_19","Cubicle switchboards","EF_70_30_35Ss_70_30_35_35Pr_60_70_22_19",,"01.05 M&E","01.05.01.01.08 Switchboard and Cubicles (HV)",,"Point Asset","Point","James McKinlay-T2D",,,"2603","25/07/2025 3:11 PM","20/05/2026 5:45 PM","Gunagi, Pooja"
"Switching Battery and Charger","Yes","CHR","CHR","Yes","No","Model","HV",,"EF_70_30_35","High-voltage electricity distribution","Ss_70_30_35_35","High-voltage distribution systems","Pr_60_70_06","Batteries and chargers","EF_70_30_35Ss_70_30_35_35Pr_60_70_06",,"01.05 M&E","01.05.01.01.09 Switching Battery and Charger",,"Point Asset","Point","James McKinlay-T2D",,,"2583","25/07/2025 3:11 PM","20/05/2026 5:35 PM","Gunagi, Pooja"
"Symbols","Yes","PSY","PSY","No","No","Model","GD","247","EF_40_10","Signage","Ss_40_10_90","Traffic signage and marking systems","Pr_35_31_85_90","Thermoplastic road markings","EF_40_10Ss_40_10_90Pr_35_31_85_90","1","01.01 Roads","01.01.03.02.01 Pavement Symbols",,"Linear Feature","Polygon","Tay, Bryan","725",,"198","13/05/2025 5:19 PM","20/05/2026 5:51 PM","Gunagi, Pooja"
"System User Interface","Yes","SUI","SUI","Yes","No","Unsure","MP",,"EF_75_10_21","Data distribution and telecommunications","Ss_75_10_21_52","Mobile telecommunications systems","Pr_70_75_88","Telecoms equipment","EF_75_10_21Ss_75_10_21_52Pr_70_75_88",,"01.05 M&E","01.05.05.02.01 Data communications Network",,"Point Asset",,"Mazarei, Ashkan (DIT)",,,"3580","21/04/2026 10:30 AM","20/05/2026 5:22 PM","Gunagi, Pooja"
"Tachometer","Yes","TAC","TAC","Yes","No","Unsure","TV",,"EF_65","Ventilation and air conditioning functions","Ss_65","Ventilation and air conditioning systems","Pr_75_50_50","Measuring and monitoring products","EF_65Ss_65Pr_75_50_50",,"01.05 M&E","N/A",,"Point Asset",,"Mazarei, Ashkan (DIT)",,,"3466","31/03/2026 8:55 AM","21/05/2026 5:01 PM","James McKinlay-T2D"
"Tactile Indicators","No","N/A",,"N/A","No","N/A","AR","336","EF_30_20","Floors","Ss_30_42_32_30","External floor tiling systems","Pr_35_90_60_87","Tactile paving studs","EF_30_20Ss_30_42_32_30Pr_35_90_60_87",,"N/A","N/A",,,,"Bird, Cheyne",,,"3067","8/08/2025 1:02 PM","20/05/2026 3:52 PM","Muhammad Abid-T2D"
"Tactile Indicators DU","No","N/A",,"N/A","No","N/A","DU","387","EF_30_20","Floors","Ss_30_42_32_30","External floor tiling systems","Pr_35_90_60_87","Tactile paving studs","EF_30_20Ss_30_42_32_30Pr_35_90_60_87",,"N/A","N/A",,,,"Tay, Bryan","969",,"450","14/05/2025 6:22 PM","20/05/2026 3:52 PM","Muhammad Abid-T2D"
"Tanks (WTP)","No","WTK","WTK","No","No","Unsure","HY",,"EF_55_15","Water extraction and treatment","Ss_55_15","Water extraction, treatment and storage systems","Pr_60_50_96","Water storage products","EF_55_15Ss_55_15Pr_60_50_96",,"01.05 M&E","01.05.02.12.01 Fire Water Tank",,"Point Asset","Point","James McKinlay-T2D",,,"2924","25/07/2025 3:16 PM","20/05/2026 5:22 PM","Gunagi, Pooja"
"TBM Base Slab","No","N/A",,"N/A","No","N/A","CC","101","EF_37_50_20","Cut-and-cover tunnels","Ss_20_05_15","Concrete foundation systems","Pr_20_85_14_16","Concrete solid slabs","EF_37_50_20Ss_20_05_15Pr_20_85_14_16","2P","N/A","N/A",,,,"Tay, Bryan","544",,"16","13/05/2025 5:15 PM","20/05/2026 2:32 PM","Bird, Cheyne"
"TBM Envelope","N/A","N/A",,"N/A","No","N/A","CC","103","N/A","N/A","N/A","N/A","N/A","N/A","N/AN/AN/A","N/A","N/A","N/A",,,,"Tay, Bryan","562",,"34","13/05/2025 5:15 PM","20/05/2026 2:34 PM","Bird, Cheyne"
"Temperature and Humidity Sensor","Yes","HMT","HMT","Yes","No","Model","TV",,"EF_65_40_94","Vehicular space ventilation","Ss_65_40_94","Vehicular space ventilation systems","Pr_75_50_52_39","Humidity and temperature probes","EF_65_40_94Ss_65_40_94Pr_75_50_52_39",,"01.05 M&E","01.05.03.04.02 Room Temperature Sensors",,"Point Asset","Point","James McKinlay-T2D",,,"2866","25/07/2025 3:15 PM","1/06/2026 10:44 AM","Mazarei, Ashkan (DIT)"
"Temperature Sensor","Yes","TMP","TMP","Yes","No","Unsure","VA",,"EF_65_80","Air conditioning","Ss_65_80","Air conditioning systems","Pr_75_50_76_03","Air temperature sensors","EF_65_80Ss_65_80Pr_75_50_76_03",,"01.05 M&E","01.05.03.04.02 Room Temperature Sensors",,"Point Asset","Point","James McKinlay-T2D",,,"2867","25/07/2025 3:15 PM","20/05/2026 5:22 PM","Gunagi, Pooja"
"Thermal Duct Detector","N/A","THD","THD","No","No","Unsure","FD",,"EF_75_50_28","Fire and smoke detection and alarms","Ss_75_50_28_29","Fire detection and alarm systems","Pr_75_80_30_64","Point heat detectors","EF_75_50_28Ss_75_50_28_29Pr_75_80_30_64",,"01.05 M&E","01.05.02.01.06 In-Tunnel Smoke Detector",,"Point Asset","Point","James McKinlay-T2D",,,"2802","25/07/2025 3:14 PM","20/05/2026 5:21 PM","Gunagi, Pooja"
"Thermal Incident Detection","Yes","TID","TID","Yes","No","Model","TT",,"EF_75_70_54","Metering, monitoring and management","Ss_75_30_35","Road signal and control systems","Pr_75_50_20_12","Central processor units","EF_75_70_54Ss_75_30_35Pr_75_50_20_12",,"01.05 M&E","01.05.05.05.20 Vehicle Detection System",,"Point Asset","Point","James McKinlay-T2D",,,"2991","25/07/2025 3:18 PM","20/05/2026 5:58 PM","Gunagi, Pooja"
"Thermal Overload Relay","No","TOL","TOL","No","No","Unsure","LV",,"EF_70_30","Electricity distribution","Ss_70_30_25","Electrical protection systems","Pr_60_70_15_59","Over-temperature relays","EF_70_30Ss_70_30_25Pr_60_70_15_59",,"01.05 M&E","01.05.01.07.01 Motor Protection Relay",,"Point Asset","Point","James McKinlay-T2D",,,"2661","25/07/2025 3:13 PM","20/05/2026 5:21 PM","Gunagi, Pooja"
"Thermistor","No","THM","THM","No","No","Model","TT",,"EF_75_70_54","Metering, monitoring and management","Ss_75_30_35","Road signal and control systems","Pr_75_50_20_12","Central processor units","EF_75_70_54Ss_75_30_35Pr_75_50_20_12",,"01.05 M&E","01.05.05.02.10 Thermistor",,"Point Asset","Point","James McKinlay-T2D",,,"2990","25/07/2025 3:18 PM","20/05/2026 5:58 PM","Gunagi, Pooja"
"Three Aspect Lantern","Yes","TSL","TSL","Yes","No","Model","TF","245","EF_75_30_35","Road signals and controls","Ss_75_30_35_88","Traffic signal systems","Pr_70_75_72_96","Vehicular traffic signals","EF_75_30_35Ss_75_30_35_88Pr_70_75_72_96","2; 3","01.05 M&E","01.05.05.05.21 Fixed and Regulatory Signs",,"Point Asset","Point","Tay, Bryan","714",,"187","13/05/2025 5:19 PM","20/05/2026 5:57 PM","Gunagi, Pooja"
"Throw Screens (Architectural Component)","Yes","RRS","RRS","No","No","Model","DU","383","EF_25_55_30","Fixed barriers","Ss_25_16_73_05","Anti-throw barrier systems","Pr_25_71_50_51","Mesh panels","EF_25_55_30Ss_25_16_73_05Pr_25_71_50_51","3FC; 2P; 2B; 2","01.04 Structures","01.04.01.01.09 Rails and Screens",,"Point Asset","Line","Tay, Bryan","967",,"448","14/05/2025 6:22 PM","8/07/2026 12:31 PM","Carson, Morgan"
"TIRTL Detectors","Yes","TLD","TLD","Yes","No","Model","TT",,"EF_75_70_54","Metering, monitoring and management","Ss_25_16_94_95","Vehicle safety control systems","Pr_75_75_90_41","Infrared receivers","EF_75_70_54Ss_25_16_94_95Pr_75_75_90_41",,"01.05 M&E","01.05.05.05.20 Vehicle Detection System",,"Point Asset","Point","James McKinlay-T2D",,,"2996","25/07/2025 3:18 PM","20/05/2026 5:58 PM","Gunagi, Pooja"
"Traffic Railings","Yes","GRA","GRA","No","No","Model","RS","141","EF_25_55_28","Fences","Ss_25_16_94_65","Protective rail systems","Pr_20_85_07_12","Carbon steel fencing and barrier top rails","EF_25_55_28Ss_25_16_94_65Pr_20_85_07_12","2; 3","01.03 Roadside","01.03.03.01.05 Guard Rail ",,"Point Asset","Line","Tay, Bryan","814",,"289","13/05/2025 5:19 PM","20/05/2026 5:45 PM","Gunagi, Pooja"
"Traffic Signal Conduit","No","N/A",,"N/A","No","N/A","TF","245","EF_75_30","Signalling","Ss_75_30_35_88","Traffic signal systems","Pr_65_70_11_71","Rigid conduit","EF_75_30Ss_75_30_35_88Pr_65_70_11_71","2; 3","N/A","N/A",,,,"Tay, Bryan","713",,"186","13/05/2025 5:19 PM","20/05/2026 2:35 PM","Bird, Cheyne"
"Traffic Signal Controller","Yes","TSC","TSC","Yes","No","Register","TT",,"EF_75_30_35","Road signals and controls","Ss_75_30_35_88","Traffic signal systems","Pr_70_75_72_87","Traffic signal controller units","EF_75_30_35Ss_75_30_35_88Pr_70_75_72_87",,"01.05 M&E","01.05.05.05.21 Fixed and Regulatory Signs",,"Point Asset","Point","James McKinlay-T2D",,,"2998","25/07/2025 3:18 PM","20/05/2026 4:10 PM","Gunagi, Pooja"
"Traffic Signal Controller (Cabinet)","Yes","TSC","TSC","Yes","No","Register","TF","245","EF_75_30","Signalling","Ss_75_30_35_88","Traffic signal systems","Pr_70_75_72_87","Traffic signal controller units","EF_75_30Ss_75_30_35_88Pr_70_75_72_87","2; 3","01.05 M&E","01.05.05.05.21 Fixed and Regulatory Signs",,"Point Asset","Point","Tay, Bryan","712",,"185","13/05/2025 5:19 PM","20/05/2026 4:09 PM","Gunagi, Pooja"
"Traffic Signal Lantern","Yes","TSL","TSL","Yes","No","Model","TF","245","EF_75_30_35","Road signals and controls","Ss_75_30_35_88","Traffic signal systems","Pr_70_75_72_96","Vehicular traffic signals","EF_75_30_35Ss_75_30_35_88Pr_70_75_72_96","1; 2; 3","01.05 M&E","01.05.05.05.21 Fixed and Regulatory Signs",,"Point Asset","Point","Tay, Bryan","711",,"184","13/05/2025 5:19 PM","28/05/2026 3:28 PM","Long, Mike"
"Traffic Signal Lantern TT","No","TSL","TSL","No","No","Model","TT",,"EF_75_30_35","Road signals and controls","Ss_75_30_35_88","Traffic signal systems","Pr_70_75_72_96","Vehicular traffic signals","EF_75_30_35Ss_75_30_35_88Pr_70_75_72_96",,"01.05 M&E","01.05.05.05.21 Fixed and Regulatory Signs",,"Point Asset","Point","James McKinlay-T2D",,,"2999","25/07/2025 3:18 PM","20/05/2026 5:58 PM","Gunagi, Pooja"
"Traffic Signal Pit","Yes","TSP","TSP","Yes","No","Model","TF","245","EF_75_30","Signalling","Ss_75_30_35_88","Traffic signal systems","Pr_65_52_25_15","Concrete catch pits","EF_75_30Ss_75_30_35_88Pr_65_52_25_15","2; 3","01.05 M&E","01.05.01.03.03 Cable Pits (LV)",,"Point Asset","Point","Tay, Bryan","710",,"183","13/05/2025 5:19 PM","20/05/2026 5:57 PM","Gunagi, Pooja"
"Traffic Signal Pole","Yes","TS","TS","Yes","No","Model","TF","245","EF_75_30","Signalling","Ss_37_17_50","Mast and pole systems","Pr_20_85_50_90","Traffic signal poles","EF_75_30Ss_37_17_50Pr_20_85_50_90","2; 3","01.05 M&E","01.05.05.05.21.01 Traffic Signal Lantern",,"Point Asset","Point","Tay, Bryan","709",,"182","13/05/2025 5:19 PM","20/05/2026 5:57 PM","Gunagi, Pooja"
"Traffic Signal Pole (Combo, Signal and Lighting)","Yes","TS","TS","Yes","No","Model","TF","245","EF_75_30","Signalling","Ss_37_17_50","Mast and pole systems","Pr_20_85_50_90","Traffic signal poles","EF_75_30Ss_37_17_50Pr_20_85_50_90","2; 3","01.05 M&E","01.05.05.05.21.01 Traffic Signal Lantern",,"Point Asset","Point","Tay, Bryan","708",,"181","13/05/2025 5:19 PM","20/05/2026 5:57 PM","Gunagi, Pooja"
"Traffic Signal Pole with Mast Arm","Yes","TS","TS","Yes","No","Model","TF","245","EF_75_30","Signalling","Ss_37_17_50","Mast and pole systems","Pr_20_85_50_90","Traffic signal poles","EF_75_30Ss_37_17_50Pr_20_85_50_90","2; 3","01.05 M&E","01.05.05.05.21.01 Traffic Signal Lantern",,"Point Asset","Point","Tay, Bryan","707",,"180","13/05/2025 5:19 PM","20/05/2026 5:57 PM","Gunagi, Pooja"
"Transfer Air Grille","No","TAG","TAG","No","No","Unsure","VA",,"EF_65","Ventilation and air conditioning functions","Ss_65","Ventilation and air conditioning systems","Pr_70_65_04_03","Air grilles","EF_65Ss_65Pr_70_65_04_03",,"01.05 M&E","01.05.03.06.01 Ventilation Louvers",,"Point Asset","Point","James McKinlay-T2D",,,"2868","25/07/2025 3:15 PM","20/05/2026 5:22 PM","Gunagi, Pooja"
"Transmitter","No","TMX","TMX","No","No","Model","TT",,"EF_75_70_54","Metering, monitoring and management","Ss_75_30_35","Road signal and control systems","Pr_75_50_20_12","Central processor units","EF_75_70_54Ss_75_30_35Pr_75_50_20_12",,"01.05 M&E","01.05.05.02.11 Transmitter",,"Point Asset","Point","James McKinlay-T2D",,,"2995","25/07/2025 3:18 PM","20/05/2026 5:58 PM","Gunagi, Pooja"
"Transverse Line Marking","Yes","TLM","TLM","No","No","Model","GD",,"EF_40_10","Signage","Ss_40_10_90","Traffic signage and marking systems","Pr_35_31_85_88","Thermoplastic line markings","EF_40_10Ss_40_10_90Pr_35_31_85_88","1","01.01 Roads","01.01.03.01.02 Transverse (Lateral) Line Marking",,"Linear Feature","Line","Tay, Bryan","948",,"423","13/05/2025 5:21 PM","20/05/2026 5:58 PM","Gunagi, Pooja"
"Travel information sign","No","TIS","TIS","No","No","Unsure","TT",,"EF_40_10","Signage","Ss_40_10_90_72","Road traffic signage systems","Pr_40_10_77_04","Alphanumeric characters","EF_40_10Ss_40_10_90_72Pr_40_10_77_04",,"01.05 M&E","01.05.05.05.09 Variable Message Signs (VMS)",,"Point Asset","Point","James McKinlay-T2D",,,"2992","25/07/2025 3:18 PM","20/05/2026 5:22 PM","Gunagi, Pooja"
"Trees","Yes","VEG","VEG","N/A","No","Model","LA","217","EF_45_90","Tree, shrub and herbaceous plant elements","Ss_45_35_05","Amenity and ornamental planting systems","Pr_45_30_90","Trees","EF_45_90Ss_45_35_05Pr_45_30_90","2CA","01.03 Roadside","01.03.01.01.02 Vegetation and Landscape",,"Point Asset","Point","Bird, Cheyne","974",,"457","20/05/2025 2:10 PM","20/05/2026 5:58 PM","Gunagi, Pooja"
"Trusses","No","N/A",,"N/A","No","N/A","BS","323","EF_20","Structural elements","Ss_20_10_75","Structural framing systems","Pr_20_85_90","Trusses and lattice frames","EF_20Ss_20_10_75Pr_20_85_90","3FC","N/A","N/A",,,,"Tay, Bryan","613",,"86","13/05/2025 5:16 PM","20/05/2026 2:34 PM","Bird, Cheyne"
"Tunnel - Excavation - Check with CNOP","N/A","N/A",,"N/A","No","N/A","TU","306","N/A","N/A","N/A","N/A","N/A","N/A","N/AN/AN/A","N/A","N/A","N/A",,,,"Tay, Bryan","790",,"264","13/05/2025 5:19 PM","20/05/2026 2:35 PM","Bird, Cheyne"
"Tunnel Adapter Device","Yes","TAD","TAD","Yes","No","Unsure","FD",,"EF_75_50_28","Fire and smoke detection and alarms","Ss_75_50_28","Fire and smoke detection and alarm systems","Pr_75_80_30","Fire detection and alarm devices and control equipment","EF_75_50_28Ss_75_50_28Pr_75_80_30",,"01.05 M&E","01.05.05.02.06 Human Machine Interface",,"Point Asset","Point","James McKinlay-T2D",,,"2803","25/07/2025 3:14 PM","20/05/2026 5:21 PM","Gunagi, Pooja"
"Tunnel Carriageway Base Light","Yes","LTB","LTB","Yes","No","Model","LT",,"EF_70_80_25","External lighting","Ss_70_80_25_90","Tunnel lighting systems","Pr_70_70_48_73","Road and amenity lighting luminaires","EF_70_80_25Ss_70_80_25_90Pr_70_70_48_73",,"01.05 M&E","01.05.06.01.02 Tunnel Lighting",,"Point Asset","Point","James McKinlay-T2D",,,"3034","25/07/2025 3:19 PM","21/05/2026 4:18 PM","Muhammad Abid-T2D"
"Tunnel Carriageway Lighting","Yes","LTT","LTT","Yes","No","Model","LT",,"EF_70_80_25","External lighting","Ss_70_80_25_90","Tunnel lighting systems","Pr_70_70_48_73","Road and amenity lighting luminaires","EF_70_80_25Ss_70_80_25_90Pr_70_70_48_73",,"01.05 M&E","01.05.06.01.02 Tunnel Lighting",,"Point Asset","Point","James McKinlay-T2D",,,"3024","25/07/2025 3:19 PM","20/05/2026 5:45 PM","Gunagi, Pooja"
"Tunnel Carriageway Mains Failure Light","Yes","LTM","LTM","Yes","No","Model","LT",,"EF_70_80_25","External lighting","Ss_70_80_25_90","Tunnel lighting systems","Pr_70_70_48_25","Emergency luminaires","EF_70_80_25Ss_70_80_25_90Pr_70_70_48_25",,"01.05 M&E","01.05.06.01.02 Tunnel Lighting",,"Point Asset","Point","James McKinlay-T2D",,,"3035","25/07/2025 3:19 PM","21/05/2026 4:18 PM","Muhammad Abid-T2D"
"Tunnel Carriageway Reinforcement Light","Yes","LTR","LTR","Yes","No","Model","LT",,"EF_70_80_25","External lighting","Ss_70_80_25_90","Tunnel lighting systems","Pr_70_70_48_73","Road and amenity lighting luminaires","EF_70_80_25Ss_70_80_25_90Pr_70_70_48_73",,"01.05 M&E","01.05.06.01.02 Tunnel Lighting",,"Point Asset","Point","James McKinlay-T2D",,,"3036","25/07/2025 3:19 PM","21/05/2026 4:18 PM","Muhammad Abid-T2D"
"Tunnel Closure System Cabinet","Yes","CSC","CSC","Yes","No","Unsure","TT",,"EF_75_30_35","Road signals and controls","Ss_75_30_35","Road signal and control systems","Pr_75_50_18_41","Instrumetation, automation and control panels","EF_75_30_35Ss_75_30_35Pr_75_50_18_41",,"01.05 M&E","01.05.05.05.18 Tunnel closure system (Boom Gate System)",,"Point Asset",,"Mazarei, Ashkan (DIT)",,,"3598","29/04/2026 10:09 AM","20/05/2026 4:54 PM","Gunagi, Pooja"
"Tunnel Drainage Pipes & Fittings","Yes","SRP","SRP","No","No","Model","SD","261","EF_50_35","Below-ground drainage collection","Ss_37_16_10_92","Tunnel drainage sump systems","Pr_65_52_63","Pipes and fittings","EF_50_35Ss_37_16_10_92Pr_65_52_63","3IN; 3CW; 3XP","01.05 M&E","01.05.04.03.01 Surface Road Drainage pipe",,"Point Asset","Line","Tay, Bryan","777",,"251","13/05/2025 5:19 PM","20/05/2026 5:51 PM","Gunagi, Pooja"
"Tunnel Drainage Pits","Yes","SPT","SPT","Yes","No","Model","SD","261","EF_50_35","Below-ground drainage collection","Ss_37_16_10_92","Tunnel drainage sump systems","Pr_65_52_24","Drainage gullies and channels","EF_50_35Ss_37_16_10_92Pr_65_52_24","2; 3; 3CW; 3XP","01.05 M&E","01.05.04.01.03 Stormwater pit",,"Point Asset","Point","Tay, Bryan","779",,"253","13/05/2025 5:19 PM","20/05/2026 5:51 PM","Gunagi, Pooja"
"Tunnel Envelope","N/A","N/A",,"N/A","No","N/A","CC","103","N/A","N/A","N/A","N/A","N/A","N/A","N/AN/AN/A","N/A","N/A","N/A",,,,"Tay, Bryan","561",,"33","13/05/2025 5:15 PM","20/05/2026 2:34 PM","Bird, Cheyne"
"Tunnel Groundwater pipe","No","TWP","TWP","No","No","Model","HY",,"EF_50_35","Below-ground drainage collection","Ss_37_16_10_92","Tunnel drainage sump systems","Pr_65_52_63_82","Steel pipes","EF_50_35Ss_37_16_10_92Pr_65_52_63_82",,"01.05 M&E","01.05.04.02.01 Tunnel Groundwater pipe",,"Point Asset","Line","James McKinlay-T2D",,,"2898","25/07/2025 3:16 PM","20/05/2026 5:58 PM","Gunagi, Pooja"
"Tunnel Groundwater pit","Yes","GWP","GWP","Yes","No","Model","HY",,"EF_50_35","Below-ground drainage collection","Ss_37_16_10_92","Tunnel drainage sump systems","Pr_65_52_25_15","Concrete catch pits","EF_50_35Ss_37_16_10_92Pr_65_52_25_15",,"01.05 M&E","01.05.04.02.02 Tunnel Groundwater pit",,"Point Asset","Point","James McKinlay-T2D",,,"2877","25/07/2025 3:15 PM","20/05/2026 5:45 PM","Gunagi, Pooja"
"Tunnel Horn","Yes","PAH","PAH","Yes","No","Unsure","PA",,"EF_75_10_68","Public communications","Ss_75_10_68_68","Public address systems","Pr_75_75_94_37","Horn voice alarm loudspeakers","EF_75_10_68Ss_75_10_68_68Pr_75_75_94_37",,"01.05 M&E","01.05.05.04.01 Public Address System",,"Point Asset",,"Mazarei, Ashkan (DIT)",,,"3383","17/02/2026 8:48 AM","20/05/2026 5:12 PM","Gunagi, Pooja"
"Tunnel Lining - TBM Ring Lining Composite Steel","No","N/A",,"N/A","No","N/A","TU","307","EF_37_50_07","Bored tunnels","Ss_37_50_92","Tunnel structure systems","Pr_20_93_90","Tunnel-lining products","EF_37_50_07Ss_37_50_92Pr_20_93_90","2T","N/A","N/A",,,,"Tay, Bryan","793",,"267","13/05/2025 5:19 PM","20/05/2026 2:35 PM","Bird, Cheyne"
"Tunnel Lining - TBM Ring Lining Concrete","No","N/A",,"N/A","No","N/A","TU","307","EF_37_50_07","Bored tunnels","Ss_37_50_92","Tunnel structure systems","Pr_20_93_90_15","Concrete tunnel-lining segments","EF_37_50_07Ss_37_50_92Pr_20_93_90_15","2T","N/A","N/A",,,,"Tay, Bryan","792",,"266","13/05/2025 5:19 PM","20/05/2026 2:35 PM","Bird, Cheyne"
"Tunnel Lining Crack Meter","Yes","TCM","TCM","Yes","No","Model","TT",,"EF_75_70_54","Metering, monitoring and management","Ss_75_30_35","Road signal and control systems","Pr_75_50_20_12","Central processor units","EF_75_70_54Ss_75_30_35Pr_75_50_20_12",,"01.05 M&E","01.05.05.02.14 Tunnel Lining Crack Meter",,"Point Asset","Point","James McKinlay-T2D",,,"2988","25/07/2025 3:18 PM","20/05/2026 5:58 PM","Gunagi, Pooja"
"Tunnel Lining Displacement Monitoring","Yes","TDM","TDM","Yes","No","Model","TT",,"EF_75_70_54","Metering, monitoring and management","Ss_75_30_35","Road signal and control systems","Pr_75_50_20_12","Central processor units","EF_75_70_54Ss_75_30_35Pr_75_50_20_12",,"01.05 M&E","01.05.05.02.15 Tunnel Lining Displacement Monitoring",,"Point Asset","Point","James McKinlay-T2D",,,"2989","25/07/2025 3:18 PM","20/05/2026 5:58 PM","Gunagi, Pooja"
"Tunnel Message Signs","Yes","TMS","TMS","Yes","No","Model","TT",,"EF_40_10","Signage","Ss_40_10_90_72","Road traffic signage systems","Pr_40_10_77_72","Road traffic signs","EF_40_10Ss_40_10_90_72Pr_40_10_77_72",,"01.05 M&E","01.05.05.05.12 Tunnel Message Signs",,"Point Asset","Point","James McKinlay-T2D",,,"2994","25/07/2025 3:18 PM","20/05/2026 5:58 PM","Gunagi, Pooja"
"Tunnel Spaceproofing - Civil Guidance & Delineation Envelope","N/A","N/A",,"N/A","No","N/A","TU","303","N/A","N/A","N/A","N/A","N/A","N/A","N/AN/AN/A","N/A","N/A","N/A",,,,"Tay, Bryan","786",,"260","13/05/2025 5:19 PM","20/05/2026 2:35 PM","Bird, Cheyne"
"Tunnel Spaceproofing - Construction Tolerance Envelope","N/A","N/A",,"N/A","No","N/A","TU","301","N/A","N/A","N/A","N/A","N/A","N/A","N/AN/AN/A","N/A","N/A","N/A",,,,"Tay, Bryan","785",,"259","13/05/2025 5:19 PM","20/05/2026 2:35 PM","Bird, Cheyne"
"Tunnel Spaceproofing - Drainage Envelope","N/A","N/A",,"N/A","No","N/A","TU","305","N/A","N/A","N/A","N/A","N/A","N/A","N/AN/AN/A","N/A","N/A","N/A",,,,"Tay, Bryan","789",,"263","13/05/2025 5:19 PM","20/05/2026 2:35 PM","Bird, Cheyne"
"Tunnel Spaceproofing - MEP Envelope","N/A","N/A",,"N/A","No","N/A","TU","304","N/A","N/A","N/A","N/A","N/A","N/A","N/AN/AN/A","N/A","N/A","N/A",,,,"Tay, Bryan","787",,"261","13/05/2025 5:19 PM","20/05/2026 2:35 PM","Bird, Cheyne"
"Tunnel status sign","N/A","TSS","TMS","N/A","No","Model","TT","250","EF_40_10","Signage","Ss_40_10_90_72","Road traffic signage systems","Pr_40_10_77","Signs and markers","EF_40_10Ss_40_10_90_72Pr_40_10_77",,"01.05 M&E","01.05.05.05.12 Tunnel Message Signs",,"Point Asset","Point","James McKinlay-T2D",,,"3000","25/07/2025 3:18 PM","20/05/2026 5:58 PM","Gunagi, Pooja"
"Tunnel Valves","Yes","VLV","VLV","Yes","No","Model","SD","261","EF_50_35","Below-ground drainage collection","Ss_37_16_10_92","Tunnel drainage sump systems","Pr_65_54_24","Valve products","EF_50_35Ss_37_16_10_92Pr_65_54_24","2; 3; 3CW; 3XP","01.05 M&E","01.05.04.05.01 Valves & Actuators",,"Point Asset","Point","Bird, Cheyne",,,"3088","12/08/2025 10:06 AM","20/05/2026 5:58 PM","Gunagi, Pooja"
"Twinax copper Direct Attached Cable","Yes","SSC","SSC","Yes","No","Unsure","CD",,"EF_75_30_35","Road signals and controls","Ss_75_30_35","Road signal and control systems","Pr_65_70_15_16","Copper cable terminations","EF_75_30_35Ss_75_30_35Pr_65_70_15_16",,"01.05 M&E","01.05.05.02.01 Data communications Network",,"Point Asset","Point","James McKinlay-T2D",,,"3149","16/09/2025 9:56 AM","20/05/2026 5:22 PM","Gunagi, Pooja"
"Two Aspect Lantern with Yellow and Red Arrows (Left or Right Turn)","Yes","TSL","TSL","Yes","No","Model","TF","245","EF_75_30_35","Road signals and controls","Ss_75_30_35_88","Traffic signal systems","Pr_70_75_72_96","Vehicular traffic signals","EF_75_30_35Ss_75_30_35_88Pr_70_75_72_96","2; 3","01.05 M&E","01.05.05.05.21 Fixed and Regulatory Signs",,"Point Asset","Point","Tay, Bryan","706",,"179","13/05/2025 5:19 PM","20/05/2026 5:57 PM","Gunagi, Pooja"
